v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,J,fault point
(23.046453481714558-1.0262162129029344j),(28.768708634971535-1.2810177170605626j),(-26.347892713847944+1.1732232336845563j),(4.5999736865485685-0.20482837325961667j),(-1.6718654494467624+0.074445095484031j),(-127.87348462852209+5.693971232072663j),(-349.3588454563376+15.556307247568407j),(-92.65511675421665+4.125762043909829j),(281.03418433330125-12.513935672211277j),(28.263129310158586-1.2585051990090013j),(-72.51017747955031+3.2287449255054703j),(-6.891785508389807+0.30687854121114655j),(82.0364296013776-3.652931422719742j),(-9.869221106644343+0.4394582757124845j),(-140.2297514892139+6.244173083887209j),,(-10.109600568947648+0.45016193133829535j),(57.01628661903524-2.538830444102744j),(-87.46132876562574+3.894492211243324j),(35.33905483107819-1.5735831565187186j),(21.69009870786102-0.9658202278772487j),(-46.57323976830781+2.0738207627292375j),(-26.822704182404706+1.1943657156500267j),(3.091840927558631-0.13767399353201762j),(-256.8596302503264+11.437487213044623j),(58.50194971425672-2.6049842910032006j),(-11.2498836935376+0.5009366429737434j),(0.1879999118133947-0.008371290518964243j),(-2.916131672053694+0.1298499833475727j),(22.742459445220224-1.0126799172154524j),(-99.12448766189547+4.413831239372378j),(204.22740531003836-9.09387097735214j),(93.72850418759396-4.173558013373505j),,(78.92421041176657-3.514350022634887j),(-6.795099044098052+0.30257327067122664j),(57.9061293218718-2.578453504080661j),(-170.934674275269+7.611406858228367j),,(91.85556829482537-4.090159620626789j),(3.0918409275586334-0.1376739935320177j),(-49.98228177239372+2.225619137166145j),(-35.08077927920802+1.5620826209184835j),(-66.0662140636544+2.9418070789516597j),(-16.149499668386248+0.7191075365725025j),,(-19.557106773412205+0.8708420175916929j),(-68.23629447038553+3.038436770737313j),(35.49259238442247-1.5804199015587468j),(-94.54835920229942+4.21006465024013j),(82.48395856256475-3.6728590647787795j),,(4.599973686548573-0.20482837325961686j),(77.09884671673193-3.433069932412971j),(-26.361817667859615+1.1738432862918715j),(102.61728969681701-4.569359294026893j),(-13.707133767755376+0.6103534722190742j),(-3.212111919607058+0.1430294397432944j),(-69.21856318631407+3.0821753911941654j),(-41.92954373914673+1.8670455139171351j),(131.11878389715932-5.838478443468113j),(8.865515311897452-0.3947651015383706j),(52.11275441475687-2.3204851680057224j),(-0.4131771494668822+0.018398019023636303j),(-0.044484083215743105-0.9990100932125034j),24
(200.44522925011992-377.3735913079093j),(122.20714682815169-230.07656532690956j),(-5.879206506691987+11.068645942691377j),(-18.88890502587989+35.561704073263925j),(-8.051740269644887+15.15882494785087j),(-575.6663465414134+1083.7936996662474j),(-963.5830042240065+1814.1154079228854j),,(999.9063330608792-1882.5004979682283j),(-57.01137900610321+107.33400301637081j),(-50.91339186296185+95.85346383583887j),(-33.190988500909974+62.487905431854635j),(28.96547133193547-54.53262211004824j),(-6.487904846676586+12.214628211476223j),(-157.2890220202442+296.1243993441309j),(-178.13896122896642+335.37809706087205j),(41.513125510879426-78.15580006101433j),,(-64.24817646201558+120.95855400080865j),(266.04256586510303-500.87217788559497j),,(18.35453703933885-34.555661839605484j),(-65.67288757697796+123.64082462426539j),(-20.02421358071054+37.6991231985873j),(-60.043901476626324+113.04326284612331j),(9.079225242044513-17.09324711145107j),(-54.17968389385073+102.002836203384j),(-60.043901476626324+113.04326284612331j),(85.75716943447644-161.45303697653299j),(-0.7697114291725706+1.4491178831457403j),(-194.10823175964236+365.4430728813187j),(155.76633182848562-293.25766578173597j),(75.57377224459783-142.28099090870637j),(72.94555558305832-137.3329082628339j),(24.287110470835568-45.72478045578459j),(44.00825196027849-82.85331684652054j),(12.921036835236793-24.32613683137671j),,(95.95225061256154-180.64708021838453j),(216.62711188685364-407.8388470168757j),(-20.024213580710537+37.699123198587294j),(1.6916346989208735-3.1848014737046277j),(-23.103470841084054+43.49636953493238j),(-141.26877199427298+265.9634456084471j),(13.555528305738857-25.52067922968354j),,(161.3059315098499-303.6869418188125j),(-105.753291642568+199.0992731984152j),(-29.7916870856945+56.08811937659659j),(-69.92973387562218+131.65509057299806j),(181.46300910828498-341.63620502677736j),(146.736319588134-276.25707084892423j),(-18.888905025879883+35.56170407326391j),(50.77569522684327-95.594225567722j),(22.127519299370707-41.65896816790215j),(91.39242548094148-172.0624030370268j),(-33.55806790946262+63.178997333711976j),(-187.38274485417475+352.7811544295524j),(-43.65927466398821+82.1963053722207j),(-70.36995120070065+132.4838775366106j),(54.825851372155945-103.21936075119521j),(35.11446827337944-66.10919625658742j),(70.18741904192248-132.14022846825912j),(131.96159410759466-248.44103733174703j),(-0.8831491601329363-0.4690922733924416j),5
(82.31635446811426-20.30777761072587j),(93.29223317285269-23.015571283785945j),(-91.92008117061758+22.677055834583243j),(3.993385953676278-0.9851844677167725j),,(-189.15694696036383+46.6657839406981j),(-357.07234822789087+88.09119263852395j),(-264.05957994646764+65.14456647386804j),(415.7200255738253-102.55981186519519j),(-247.54036808882017+61.06921008962102j),(-33.341690080887545+8.225529807575311j),(-14.528093806186268+3.5841395070292825j),(18.48805701827058-4.56107844920285j),(-15.101120039997527+3.7255073967583945j),,(-237.38964495116642+58.56498563265274j),(-8.77647127142691+2.1651909628250237j),(118.14707649167161-29.14736166650421j),(-75.96842700734307+18.74171822926607j),(119.77985452226392-29.550174611115253j),,(284.7976136073465-70.26072326178809j),(-69.66719545371302+17.187178916979406j),(-26.042582099311495+6.424810344179519j),(-99.72890164739108+24.603523432292825j),(103.43566546288892-25.51799705915606j),(-23.715097547570863+5.850610490765729j),(-99.72890164739108+24.603523432292825j),(404.33401393800114-99.7508367390795j),(22.35256752881957-5.514468823808678j),(-459.0194622890629+113.24195804579836j),(352.1950133734584-86.88793440148402j),(-11.251471794644953+2.7757836030932634j),(31.929144690161646-7.877049146043721j),(94.37628431072878-23.283011084405025j),(57.2351323612915-14.120138665321951j),(202.0175262344684-49.83854086769237j),(-305.2122987474513+75.29710866171281j),(51.677332847808096-12.749007044465964j),(126.57995643672281-31.22778725931136j),(-26.042582099311495+6.424810344179519j),(-49.125396101199875+12.119433926686149j),(-81.32521744067705+20.063260096982635j),(-145.14382986379348+35.80756992323685j),(3.0111535244838894-0.7428637543789551j),(37.23071917678225-9.184969016361755j),,(-41.28621459314184+10.185476139750591j),(-6.617768156659137+1.6326301726206143j),,(289.36039143441934-71.38637900781896j),(145.45738516666626-35.88492528476309j),(3.993385953676308-0.9851844677167799j),(178.73264512626886-44.09406651271259j),(4.915290368887862-1.2126220159832612j),(-25.2723412000644+6.234788798768947j),(-120.4060460988107+29.70465860594702j),(-36.33584395855792+8.964199680323086j),(-23.513725361324923+5.800931157883558j),(-146.42616696779066+36.12392767374977j),(86.0760317939309-21.23530521461591j),(205.0270495165525-50.581002434677096j),(23.099043862080187-5.69862755466451j),(219.1793756958361-54.072438548197795j),(0.239522679950621+0.9708907692368243j),55
(92.4957620473254+158.11526255943588j),(50.619603803392685+86.53079631835402j),(5.428013800578658+9.278823248308523j),(-6.6560086010972475-11.377997480813084j),,(-70.69117609900877-120.84179450093296j),(-197.6770123382421-337.91551111102814j),(-22.624340089921663-38.674782437293025j),(155.36166135035822+265.58027451585684j),(-13.883921591850058-23.733626917163942j),(20.268084319323126+34.646922224251554j),(-6.338945659591235-10.835999781302917j),(19.067078377481494+32.593883624141725j),(1.809445541021358+3.093125030519876j),(-57.8559666330916-98.90087018409251j),(-67.2646311699052-114.98434720664818j),(14.628255056620032+25.006014739145048j),(19.662778837954136+33.61219335671323j),(-17.131118924783674-29.284491600201008j),,(-3.976712241742117-6.797921183725839j),(2.669183009452673+4.562788207992264j),(-46.29144404963809-79.13209933249703j),(-11.816474031116824-20.199464846841792j),(-13.55720173123727-23.175121366198898j),(-16.183267312236378-27.664203240301667j),(-10.347449339977757-17.688266283745417j),(-13.55720173123727-23.175121366198898j),(27.194517905745283+46.48719296614013j),(5.697556595135294+9.739588463805864j),(-68.80453563966243-117.61670996752297j),(31.979719758956907+54.66717257464732j),(-7.627833625460287-13.039266770214388j),(13.931429397983178+23.814838305384278j),(9.059812791828522+15.487138508966149j),(25.96967737821264+44.393410750419015j),(-11.92942724151957-20.39255073666476j),(-39.56080879219083-67.62653261930465j),(78.35636457336875+133.94491686421358j),(63.15909500484999+107.9662102205144j),(-11.816474031116822-20.19946484684179j),(-12.521815410428879-21.405198330359646j),(-162.04484869188573-277.0047322191066j),(-48.434486084026574-82.79548505356253j),(8.911810453112656+15.234138499803604j),(-10.553313649767157-18.04017742727774j),(-23.190971120958793-39.64339994217849j),(-22.23549124358663-38.01007157840265j),(-19.585947695874943-33.480855704763535j),(19.689565302727544+33.65798301038968j),(64.1956833889099+109.73818810235329j),,(-6.656008601097252-11.377997480813093j),(356.13436209886174+608.78765603215j),(14.547294162640572+24.867617555044234j),(36.232252162145755+61.93658970890137j),(-13.15898415963044-22.49439530376396j),,,(-38.09842341910921-65.12668352233119j),(5.97153481013625+10.207935731200417j),(2.969948895389869+5.076927190917224j),(19.037960757228767+32.54410901750613j),(29.79536485963924+50.933165299244905j),(0.8631560784779082-0.5049372081622021j),22
(16.765118569502246-42.167789050670045j),(33.43138910876453-84.0869545756577j),(-22.92886539870373+57.670904938458335j),(-9.332406074164517+23.47295839508309j),(-0.564215541984025+1.4191204109210314j),(-83.29019159437065+209.4922988215758j),,(-86.07985775593974+216.50889424469602j),(183.05117066049934-460.41208225819963j),(-94.48300052031527+237.64456053789135j),(-83.45124080753912+209.89737136666463j),(-2.3258166481879656+5.849916622107042j),(-7.601998948265365+19.12062158611902j),(7.554158135635222-19.000291909556502j),(-86.22054485351623+216.86275179888884j),(-56.06927320949938+141.02598052742263j),(20.510312490029488-51.58773717331154j),(14.47008764674847-36.3953049841694j),(-13.139624814791132+33.04891194763034j),(24.907994327843973-62.64882924254764j),(-16.60216483612966+41.757926237866904j),(24.927858866617758-62.69879272339803j),(-16.26925255269313+40.92058202928698j),(-3.14308963834404+7.9055295843919176j),(-25.23502883929031+63.471389621932275j),(-37.84462787517236+95.18717558278236j),(-3.796573000241455+9.549177282937897j),(-25.23502883929031+63.471389621932275j),,(31.93692531842771-80.3280647358074j),(-71.87680092792833+180.7852277692465j),(24.165497945484944-60.781295130432454j),(-29.489653867076516+74.17266381320192j),(5.111567785386876-12.856664937908276j),(49.88043691523322-125.45975937343206j),,(50.39195579703059-126.74633663285593j),(-6.282455887189001+15.801694063353786j),(127.08277097148742-319.6398197892017j),(149.48676830440374-375.99057147101576j),(-3.143089638344041+7.905529584391919j),(-70.18943593389757+176.54115094838767j),(-20.063389676671708+50.463632572591j),(-26.69317175195327+67.13892483750497j),(0.3165434985943083-0.796173281969348j),(94.29407012989333-237.16936098498957j),(-102.39527995097235+257.54560260679983j),(34.24389846700764-86.13058600469017j),(-0.6956840520291768+1.7497912842230894j),(-58.9727833638819+148.3289174669325j),(69.03303733599984-173.6325659638861j),(39.1975541543902-98.5900689000385j),(-9.33240607416451+23.472958395083072j),(44.09435129671086-110.90654063063074j),,(15.710606107308665-39.51546906422084j),(-35.34944774587195+88.91127428810472j),(-5.421467375966044+13.636127397911583j),(-57.82398607103145+145.43945135871058j),,(15.221296269242822-38.28475220728718j),(78.21474755813476-196.72649268836983j),(70.79750877685801-178.07058166867145j),(55.46033070952568-139.4943624373729j),(-0.9292497395217271-0.3694521912220883j),47
(0.9460267001854051-4.155412842123695j),(-4.872880409094453+21.404078580568214j),(3.6158166504405527-15.88243856231613j),(12.001436445522808-52.716189849486256j),(1.4302871449616905-6.282522014371722j),(-16.616682616460984+72.98861260935138j),(-47.82613551971024+210.07582311239526j),(29.72225991890818-130.55473015694366j),(36.51934456160781-160.41085663597468j),(36.3866677949611-159.82807526218562j),(-11.971353670359424+52.58405155971479j),(5.895948278460408-25.89789398968324j),(33.556875190465746-147.3982394795781j),(-7.493575570068179+32.9154559286572j),,(5.8448175940467255-25.67330296852332j),(-26.376178862206057+115.8571024989909j),(3.9422568557655984-17.31632390733582j),(1.737475871292229-7.631845429978669j),(1.5010594045879286-6.593388458690202j),(16.469019392033776-72.3400033692803j),(0.9684769256082824-4.254025233309391j),(-1.3056540188045591+5.735072251182303j),(4.947347258421373-21.73117347328628j),(-1.9699291927677454+8.65289432538972j),(-4.1978072320112245+18.438826385386914j),(9.62431757561907-42.27471892977896j),(-1.9699291927677454+8.65289432538972j),(31.514503689336518-138.42714303746232j),(-5.752033605280775+25.2657502235681j),(-84.62328315336673+371.70692697072235j),(31.748901762953423-139.45673423725174j),(64.47008642005095-283.1842113866346j),(-12.957831094710526+56.91714380416232j),(6.633986801762434-29.139720839929854j),(-10.873041470818904+47.75972618101528j),(-7.946667645816812+34.90565835091586j),,(-2.991456553255556+13.139943064627044j),,,(12.641542358948568-55.52784868791801j),(-1.7842830176892894+7.837445353536207j),(-12.908021986335644+56.69835779256756j),(-6.4375088451252065+28.276693375647344j),,(60.095468928398745-263.96874769979803j),(-46.994486570989395+206.422813402441j),(14.148046818962202-62.14515449824069j),(-33.38810322698849+146.65691031383005j),(-7.8891662072857525+34.65308385585591j),(69.84318822574218-306.78550746108107j),(12.001436445522808-52.716189849486256j),(3.921411260143479-17.224759836540677j),(-10.50834006595464+46.157778898748816j),(46.876728815462855-205.90556363615136j),(17.363520341181477-76.26908986403961j),(0.06279008049804229-0.2758048021355104j),(1.3611439280494968-5.978811123921838j),(5.786494718585849-25.417120319944573j),(8.427275168565176-37.016722099601175j),(51.971005459148-228.2821229683048j),(-24.335777713573297+106.89466081055775j),(4.3294154804033385-19.016914303403198j),(0.9750509093323585+0.22198136005111083j),61
(-18.711003222793497+24.000510434617382j),(-17.667049227720288+22.661435856216748j),(6.376219973820796-8.178745532397727j),(-5.052392138545253+6.480678176209005j),,(29.002567777249144-37.20144891646509j),(50.18772461754162-64.37554384607596j),,(-63.740446289773566+81.75955228425663j),(-39.1581834158069+50.22800640250347j),(-71.14414779126844+91.25624324334734j),(-5.3792002981389+6.8998733711994324j),(-7.486809065559764+9.603292616670736j),(0.9396208895501379-1.205247024743214j),(5.758107255630775-7.385895434193613j),(27.321479795616064-35.04512575387034j),(11.103904047918169-14.242922295176788j),(-104.55936246987491+134.11777231368123j),(-44.19330606663238+56.68653309301801j),(-27.6895614152858+35.517262210076645j),(-2.065053525712353+2.6488338493537618j),(-6.580905888352981+8.441295133242459j),(17.71360059965517-22.721147068628273j),(2.731504325915659-3.5036869640682875j),(-16.224356389965386+20.8109009546833j),(20.030337920070675-25.692814465123888j),(-8.780798190053392+11.263086007484663j),(-16.224356389965386+20.8109009546833j),(-11.71552580022444+15.02744646384261j),(10.306664012281821-13.220306481029747j),(17.145017810956656-21.99182876374557j),(13.35595089151486-17.13161153997079j),(18.19491261514132-23.338523588338873j),(11.822147277401434-15.164209300397706j),(21.360113554554264-27.398511033667287j),(-6.003168619879527+7.700234422848634j),(-14.013349090142341+17.97485292783166j),,(28.61066677241285-36.69875945380429j),(32.61066836228763-41.829541526426j),(2.7315043259156497-3.503686964068276j),,(21.645107049155328-27.764070766596976j),(15.508101295457127-19.892164120270692j),(20.171874783929585-25.87436309388959j),(44.20718384962578-56.704334055990245j),(-49.00844649867794+62.86288968958343j),(0.8599108587140001-1.1030033660763228j),(-44.33277463927556+56.865428734965526j),(-66.00017365746571+84.65809329896918j),(-30.926534399145066+39.66931129855358j),(-8.8199505888448+11.313306593978325j),(-5.052392138545253+6.480678176209005j),(-47.570573540228246+61.018537223175485j),(32.927786989823474-42.23630800701288j),(-3.1127253917389086+3.992677322267845j),(12.872811186424828-16.511890651928525j),(6.473063952847507-8.302966820881554j),(-13.018151746959497+16.698318263433404j),(92.30838032894582-118.40349867444117j),(20.004826046383144-25.66009051209189j),(29.105804812887133-37.33387054675214j),(47.69861237996111-61.18277200377248j),,(-0.7886519952651786-0.6148398412304237j),54
(-181.5987634822454-24.037290876350557j),(-99.38247174993774-13.154744755172864j),(-10.656927112458453-1.4106024288831414j),(13.067873650989629+1.7297269764446688j),(3.019101064997106+0.39962282282572004j),(138.78938758423755+18.37083477850355j),(388.10319754025267+51.37121679922049j),(44.41881545696579+5.879489304047j),(-305.02462998615-40.37453567873617j),(27.25857852897515+3.608077326148091j),(-39.79273178656294-5.2671584892797485j),(12.445377691725296+1.6473303997540318j),(-37.43477300936319-4.955047658153217j),(-3.552520305414822-0.4702287740728286j),(113.58976636425572+15.035291002635384j),(132.06198398899832+17.480363092680747j),(-28.719943177784934-3.8015106208813503j),(-38.604323533983845-5.1098550236650615j),(33.633865432842995+4.451941143224368j),(450.01738460616053+59.56647812885786j),(7.807557987960365+1.0334461468341771j),(-5.240459922654804-0.6936526277560617j),(90.88490989371662+12.029966358222282j),(23.19951774301781+3.0708004035197947j),(26.617122948966887+3.523171162332585j),(31.77292956947693+4.205618669479463j),(20.315352441484887+2.689038331140914j),,(-53.3915361727854-7.067162026386319j),(-11.186125825065304-1.4806497306510564j),(135.08530896518064+17.880545012825458j),(-62.78641784435392-8.310714015166605j),(14.975876989079152+1.9822795288478665j),(-27.351851546663408-3.6204233940072306j),(-17.78731007735141-2.3544144136143257j),(-50.98678248094531-6.7488571939726905j),,(77.6705202487397+10.280845815995681j),(-153.83860408877234-20.362821880420384j),(-124.00150343828726-16.413438891847456j),(23.199517743017807+3.070800403519794j),(24.584328457376742+3.2541006491351063j),(318.14586419708206+42.11132571704351j),,(-17.496734151402176-2.3159523783021214j),(20.719529922435342+2.7425372178567726j),(45.53129339443458+6.026742265816612j),(43.65538080749709+5.778437400485124j),(38.4534794294575+5.08988856823357j),(-38.656913931351696-5.116816143083463j),(-126.03665796449164-16.682821790643896j),(-108.4071392996784-14.349293411759323j),(13.067873650989638+1.7297269764446699j),,(-28.560991049474833-3.7804709481966934j),,(25.835294495424304+3.419684565877606j),(1.7220940720882985+0.2279447025600067j),(69.99816916182854+9.265296308690813j),(74.7993900519825+9.900809133146387j),(-11.72403268656875-1.551849685135368j),(-5.830959549609509-0.7718140151097507j),(-37.37760580822445-4.947480730845955j),(-58.497830562706206-7.7430558551612245j),(-0.13122030975513418+0.9913532318541997j),22
(-67.98266201580913-86.5271769410424j),(-71.82759406842987-91.42094111823856j),(105.34116098935775+134.07643957780527j),(-32.117392816755405-40.87847178585189j),(2.6203389520357674+3.3351228890622004j),(207.15309573327895+263.66093996480856j),,(245.11469103855433+311.97781336379313j),(-455.2710943996205-579.4613122401297j),(100.64473940066432+128.09891398899987j),(-4.943018128725649-6.291389474386324j),(10.80159532137294+13.748086966653743j),(-46.303668642906146-58.93452258095502j),(40.375960674210496+51.38983661171656j),(333.81249270816994+424.8708680306371j),(250.04878676756718+318.25784655944904j),,(-113.8544115582188-144.9119602307619j),(-27.66491114996656-35.211428784220175j),(-102.18932162549324-130.0648319966925j),(-88.7363412963507-112.94210724882394j),(-79.44349833443408-101.11433464609631j),(70.78839650603135+90.09826812056383j),(25.66815929357327+32.66999695347899j),(86.72046215833872+110.37633053908057j),(157.28051212308526+200.18396306233532j),(17.63210577609757+22.441844598212178j),(86.72046215833872+110.37633053908057j),(-224.56104386909706-285.8174805277266j),(15.949433450177189+20.300167856503382j),(436.0809638461881+555.0364401818332j),(-274.25427555766186-349.0661813521921j),(-93.6727477733523-119.22508152525191j),(-23.73922584075224-30.21488323432325j),(-79.1319709148172-100.71782784039183j),(-56.4122439563019-71.80054545838584j),(-231.51372891236488-294.6667398993922j),(156.18531157363756+198.79001041443885j),(-60.37662981301871-76.84634840748089j),(73.80113583649195+93.93283154297558j),(25.668159293573257+32.66999695347898j),(-35.05289648804201-44.61473097378174j),(89.46076364481752+113.8641397033821j),(176.21242710444162+224.28018272851511j),,(82.33405599162218+104.79338731107782j),,(144.17959842224036+183.50934273607152j),(7.789891581629148+9.9148416265079j),(29.862648695940898+38.00867178518227j),,(-297.7557268409982-378.9784291704908j),(-32.11739281675543-40.87847178585193j),(-196.61255665154314-250.24512094367j),(-5.785874959571303-7.36416332548366j),(-167.1125635140761-212.69803099047633j),(111.3713668695556+141.75158314699144j),(17.402390454112595+22.14946684008849j),(27.471996200862765+34.96588991532748j),(142.1552042962268+180.93272829430035j),(38.92157280426994+49.53871644619572j),(-165.98682472261794-211.26520978710474j),(-52.08717161694781-66.29566688356522j),(-190.59005405597284-242.57978198425093j),(-0.7863314816526822+0.6178048243271476j),14
(-43.05635695060088+1.7390203910108746j),,(7.083213553184964-0.28608674015327573j),(2.3378859962040686-0.0944258108952924j),(7.737295142330919-0.31250470259758184j),(149.50201585764358-6.03829660674636j),(337.26078426864285-13.621760466274294j),(131.03095285162925-5.29226146847493j),(-328.5683283347835+13.270677393122327j),(-65.26763355529968+2.636120509589647j),(56.42078785263701-2.2788017264257916j),(31.894778705843756-1.2882109510537134j),(-262.2333044124917+10.591445627847545j),(22.04788169864086-0.8905006964830278j),(84.24139223575288-3.4024592241558644j),(48.944615404018236-1.9768436125570723j),(-5.138093217027328+0.20752449831221703j),(-127.45364773594673+5.1477762639283196j),(299.3739937565516-12.091535758083683j),(-62.955883605177085+2.542750317894284j),(-48.45577226158264+1.95709953170795j),(175.23467465893475-7.077623236765536j),(37.672904820324185-1.521585993592552j),(-17.04106877662579+0.6882785304193603j),(52.1218963068646-2.105172079462867j),(-249.78258189469022+10.088568425159062j),(52.063801236277115-2.102825654462611j),(52.1218963068646-2.105172079462867j),(243.50802444599995-9.835142819263966j),(-38.17548494336212+1.5418849028356743j),(-267.88996385662364+10.819914704542443j),(-58.93042437612128+2.3801644379383333j),(-256.6558462951902+10.366175445162916j),(-70.09680813913346+2.831167969890888j),,(37.45204002001917-1.5126653969933637j),(-15.567145520126955+0.6287476555527896j),(137.77193609287275-5.564525731924682j),(-140.1864979899659+5.662048436393628j),(-170.31155656469093+6.878781454515654j),(-17.041068776625792+0.6882785304193604j),(83.90024174091354-3.3886803606163935j),(44.61210624043913-1.8018561702068117j),(102.01951858137495-4.120507066997639j),(47.48686714482183-1.917966036114373j),,(85.78452758555997-3.464785533891802j),,(-104.36434897631743+4.2152133579861095j),(140.2342596895493-5.663977502746832j),,(77.35766891774149-3.1244297747569463j),(2.3378859962040734-0.09442581089529259j),(-98.0463379495322+3.960032688176614j),(77.51572240595358-3.1308134601947684j),(-23.772217057768955+0.9601455657390404j),(-40.96852120146933+1.654693959376473j),(17.83309306768201-0.7202679157243677j),(63.78631851627768-2.576291085067599j),(75.14211689414098-3.034944959522644j),(-436.091470070691+17.613472493014914j),(109.54051475269138-4.424275584098142j),(-137.21169303107433+5.541897851226192j),(-114.5509927805421+4.626645781584689j),(-0.040356495812799015-0.9991853447913013j),62
(-13.949919803464004-57.53045445392245j),(-6.524023524442412-26.9055337605634j),(10.16394659522784+41.916833566574j),(-12.332927691029507-50.86186478549549j),(-1.4264098395325733-5.882614915497803j),(-4.560981075409049-18.809808064908392j),(-64.64072500976258-266.58291505871074j),(-5.079900841480033-20.949869827827893j),(10.023904486617097+41.33929002047699j),(-53.08675358776773-218.93352093890093j),(-30.052729226699704-123.93957774319132j),(-5.879965199572885-24.249391743504997j),(10.417433981040496+42.962233447691425j),(7.837286986543746+32.32152502480424j),(59.99172898941365+247.41012714499556j),(30.29655326398113+124.94512529251182j),(27.104714352305827+111.78175620369487j),(-8.308251746213836-34.26381695460262j),(-33.21575753858216-136.98412988377314j),(-19.250228441460905-79.38930160043388j),(-17.224411785193826-71.03469064084756j),(2.274808845958319+9.381472334435033j),(7.552601886173657+31.147463565577446j),(5.826880912088006+24.030468392948574j),(-13.799654830671926-56.91075109397282j),(1.9647484986399912+8.102761564718998j),(-9.598227416787172-39.58376772192953j),(-13.799654830671926-56.91075109397282j),,(16.05986515809868+66.23201810699328j),(-48.42712753802939-199.71689403325982j),(-6.979232871442267-28.782849255816068j),,(12.922704253901124+53.29414498253655j),(15.066467925052223+62.13517776127027j),(-12.80603816415182-52.813005789107436j),(-22.337832188550276-92.122797509104j),(-40.94705139999041-168.86853177497179j),(94.38787856645303+389.26227715812973j),(83.3604544816221+343.7844014431083j),(5.826880912088005+24.03046839294857j),(-35.29559797576957-145.56153873119348j),(6.625215035714211+27.32285469949097j),(20.76901376679558+85.65287954320851j),,(30.821146074178582+127.10858309005596j),(-80.78171882161955-333.14951346334783j),,(10.336092880924559+42.62677700626516j),(-22.600550376296862-93.2062658693034j),(-36.04315275609251-148.6445074397664j),(38.53245529836823+158.91056692599116j),(-12.332927691029507-50.86186478549549j),(-14.560578442071861-60.048853806053486j),(-7.677044070880109-31.66067192378058j),(25.105432077888736+103.53657490879412j),(12.752340391670495+52.591552383099554j),(10.204085741600695+42.08237024096043j),,(17.628267770384536+72.7002212452736j),(47.46127831312744+195.73366361864626j),(-4.4562930516209684-18.378067261429667j),(58.90929892354686+242.9461091089605j),(30.328216601629705+125.07570713313274j),(-0.9718379478441208+0.2356501710802007j),25
(-34.02833414824894+48.439920801886515j),(-15.914188440397792+22.654121836253207j),(24.79312970111029-35.29344792255967j),(-30.083971120201944+42.825051973454094j),(-3.4794716626192823+4.953087948278526j),(-11.125697513997137+15.83762237951045j),,(-12.391509464515293+17.63952753202395j),(24.45152202638743-34.807163503322435j),(-129.4956397872438+184.33927761951588j),(-73.30825743808536+104.35556936036188j),(-14.34312335913621+20.41768358513663j),(25.41146683769062-36.17366150557921j),(19.117659753686176-27.214318525011475j),(146.33909219148637-208.3162227422862j),(73.90302256440009-105.20222778004512j),(66.11710246133971-94.11883617118882j),(-20.266494043767473+28.849703959502197j),(-81.02389923628273+115.33891858962878j),(-46.957489008180254+66.84479583108707j),(-42.015871631611056+59.810318230409216j),,(18.423221372756156-26.22577350757131j),(14.213633734965855-20.23335287085155j),(-33.6617896249122+47.918138348374605j),(4.792652529256138-6.82242357021391j),(-23.413158955094122+33.32903575490194j),(-33.6617896249122+47.918138348374605j),(47.496570914895365-67.6121882268842j),(39.175168436445034-55.76652821718023j),(-118.12931550292721+168.15911888056138j),(-17.024590219429587+24.234797928131243j),,(31.522625552410048-44.87300138096364j),(36.75195357468958-52.31704005011317j),(-31.238039494447687+44.4678882170644j),(-54.48914607170351+77.56623961598093j),(-99.88300772011628+142.18518492083243j),(230.2423466696953-327.7539532006288j),(203.34291808230697-289.46215247032046j),(14.213633734965853-20.233352870851547j),(-86.09729796321153+122.56098921636467j),(16.161027032091205-23.00550083060499j),(50.66229414527587-72.11864986829885j),(-11.472200580450187+16.330875473343145j),(75.18267289133136-107.02383210015695j),(-197.0525536963567+280.5077102298349j),(58.88202397624181-83.81957710999819j),(25.213049773382913-35.891211390950176j),,(-87.92082413521385+125.1568101862403j),(93.99303242730808-133.80070346294775j),(-30.083971120201944+42.825051973454094j),(-35.517926669053466+50.56038145742428j),(-18.726775823461868+26.65788850583083j),(61.24021096310741-87.17649697513615j),(31.107053383362132-44.2814272278344j),(24.89104196902611-35.43282772536496j),(-104.76266881037012+149.13146667891567j),(43.001006070048994-61.21267410152671j),,(-10.870329805438981+15.474102040136067j),(143.6986976593056-204.55757556704233j),(73.98025961299494-105.31217605140647j),(0.8182753582025196+0.5748264417705037j),25
