v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,J,fault point
(188.51475768391444-34.22062644753946j),(-83.35535128384359+172.08977711907605j),(-88.67573348074104-171.9002183246705j),(189.56687297811848+33.80402326100925j),(-138.37833476899175+131.41138773924058j),(-23.823969836229693-191.20225287669606j),(166.91353814178393+97.60145977014027j),(-176.09702524935977+74.29992622133693j),(44.00699539551992-186.59433206991622j),(123.3875661596726+149.19377572787678j),(-191.79467806315847+7.897214771036516j),(106.33485969853413-158.65267913982836j),(64.43190569678819+182.1293213610208j),(-183.50829239649062-59.49304807990636j),(155.36548659861674-110.87141439180616j),(-2.5810028670715184+192.2894871136787j),(-152.27408570179205-119.44366991015916j),(184.96756706170927-49.22561338026382j),(-69.27115548844543+178.40373822002428j),(-101.99791408955286-164.45778982960277j),,(-127.2989089463026+142.20849583187822j),(-372.4939691859131-91.22533331794075j),(573.4542406951928-32.943186277148016j),(-314.361894707218+130.6830948341031j),(-196.92670729959264-123.58272918158174j),,(-462.11373870137663+102.81569515889078j),(3.2663563733117087-140.48603131256925j),(458.2014543910294+65.45170536662266j),(-230.21424339274762-402.8593112721739j),(-182.4619240069885+417.07377031177253j),(448.75834603900694-96.69155867583393j),(-355.0392043728589-301.2612793535554j),(-23.509490716531815+457.5278061104774j),(383.19773980580885-246.74348583951723j),(-435.46630183692-161.99034540419916j),(138.38281836034153+440.7677178341462j),(269.71802846530534-365.9399934527652j),(-461.4380794470914-2.4624224868852878j),(282.970273756672+368.88936448269965j),,(-429.7067509775037+157.37342782589667j),(206.22821753926328+44.527463760594614j),(-119.71131517437263-195.5413468561843j),(-62.84377120192913+189.68254148569972j),(194.98255688125286-31.651263559709207j),(-170.6969423315669-151.77218276333988j),(9.470017480967229+213.43667259336473j),(159.354211601932-103.87198156068524j),(-200.33681540047445-89.02381701370263j),(80.59957484958584+210.5004209421491j),(103.79852745335135-163.10344653362156j),(-204.92445063806508-15.142970037284101j),,(35.26277575650883-201.93872858082034j),(-183.88616153132472+60.63151434216577j),(184.98720998511487+129.31722156719866j),(-37.682607006288904-215.5214526014405j),(-139.85279863666486+128.8239918182094j),(205.19155193798485+61.222281174631995j),(-105.91575736717652-202.15309088412994j),,(199.73656837022332-14.528541864849245j),(0.822212903238484+0.5691800609193398j),29
(447.49933067117723+235.8229963229653j),(-444.40897157478224+234.5256889126254j),(84.79232650239193-516.7265684509365j),(342.84880767974346+384.384501967887j),(-495.44011192659724+56.32932935088364j),(250.5654910306734-451.85305905261316j),,(182.84927808075335-13.257032989981862j),(142.84884865024003-372.4406156169129j),(-353.9467473868553+459.34846040418086j),(281.0915143224744-177.7448415808722j),(17.2688728472311-246.45425184697294j),(-301.77533830739475+472.9358717444528j),(344.1830896380208-320.00555209359675j),(-110.47058576867332-89.64863740926482j),(-211.86674381950002+427.3823712447378j),(364.23436503718585-422.24937812922246j),(-224.39563197860346+78.3675924170372j),(-95.46408709894683+328.3844512161794j),(338.73791661429874-471.6906684757743j),(-310.25987104532834+236.5839082356481j),,(147.13130177885213-137.7573239375428j),(-209.10319581062592-23.322774110856876j),(103.32243281592278+165.69221921510987j),(85.34856324345313-175.13538400023785j),(-205.54883028322985+44.076506760146486j),,(12.892936149543441-190.61266020609526j),(-176.29046136578947+105.96399426495556j),(198.2592858494193+63.69409258997655j),(-61.17496027248079-182.25370996701642j),(-124.98686548045609+154.60062130971716j),(210.8782066218331-2.9194665001582507j),(-127.5928915545285-151.10382497834416j),(-58.053587783779534+183.90434877644532j),(197.12668232567046-69.16794456933184j),(-178.0552559158398-101.0583168711155j),(16.139325568046946+190.21072812944254j),(158.72434924706246-126.76693006176491j),(-206.25170470191014-38.37540617751338j),(88.31400666555956+172.7311428825677j),(100.47344196101494-168.5136356090224j),(156.6271990691762-136.06757605816074j),(-220.47692412917348-25.346672718786756j),(107.44943938703186+166.4265995889195j),(91.77916190573498-173.99109082598247j),(-217.3780981440576+41.97154714744697j),(168.58585206849008+123.71959359205744j),(15.454085999189243-190.15691627849097j),(-187.0960117924529+104.04120009808778j),(208.64050375373637+65.54137888666983j),(-62.80353254632858-182.54350633507084j),,(222.60453644398794-0.8328242014771803j),(-133.20753202112144-152.10292243399846j),,(208.73173955213352-67.10288212825998j),(-186.9538504479006-102.64177768375j),(15.192576190774677+190.04225876802855j),(168.7569145744709-124.98168476387966j),(-217.32147876453362-40.34521763141542j),(91.54028343454496+173.3052428503767j),(107.67893713255657-167.2314534398431j),(0.17075423687496316-0.9853136508692291j),5
,(-111.69366192518254-171.7829961375103j),(212.3923311326336+15.146519475611647j),(-142.69964050733344+153.64122477876447j),(-41.47357615214508-199.1705769960248j),(192.37469207236398+84.91569749432733j),(-188.94356254466587+97.46264527012565j),(33.932804967565396-201.65175882882522j),,(-211.55997979161288+29.09630404582032j),(105.09586865891501-178.91626837308766j),(85.68121120528573+185.2009830907339j),(-207.7206958299066-42.90854729212077j),(163.11663151320272-133.80719222260763j),,(-177.90581540074675-109.54765928949342j),(200.73956265222012-71.96544715952413j),(-62.53036230694696+195.74440503033418j),(-125.84370702157474-162.48777138563293j),(213.2598921767265-1.1243801581664243j),(-129.5887182356292+163.83449977314206j),(-58.04476828709901-195.10869109920304j),(278.06710038980464-289.1607716167928j),(-436.98744350969054-0.3405741193088829j),(245.33540799243997+289.5686948900674j),(143.13651061583303-346.49085892408254j),(-416.77742494308814+125.44136406225942j),(356.0594111257204+196.24323606848213j),(-9.693384880476401-360.4920583942002j),(-344.44914168546507+235.5367851147095j),(422.2579732821694+78.3774439439688j),(-161.31111683644642-329.4135117121233j),(-229.04728854480567+316.1781912028012j),(435.6529249205602-49.2894941275335j),(-292.75679776053977-257.1416096112506j),(-85.00293584273453+357.2813265678901j),(394.56921937753674-170.7927516643328j),(-387.5930671315412-152.71399640240622j),(69.67108450597206+353.70621970388754j),(304.1443984483907-270.93827409884125j),(-433.9605931008943-29.189407181458975j),(215.63269432983168+305.8999398489179j),(175.68613973218362-337.2028043314807j),(-136.99992323838552+163.9093717678087j),(222.13667650128946-1.2140582264909199j),(-129.0646866521542-162.455231310216j),(-67.54921239762612+195.79510816391135j),(209.97187914309467-72.05871700576465j),(-183.9449892447882-109.48664829442964j),(10.348567599746495+203.19654991788644j),(171.54997350619425-133.89239039705907j),,(86.95225306834247+185.18814233952617j),(111.6756417256409-178.98274079339933j),(-220.7119568596966+29.18876225983186j),(152.68250761271+144.02184749937905j),(37.836204575497675-201.69119307933076j),,(199.31972383684067+84.84553503342744j),(-40.73467244387228-199.17804180026172j),(-150.52969553759723+153.72032822256955j),(221.03189013417128+15.059237985591956j),(-114.21165446443885-171.7575580172724j),(-84.23467245428198+190.66369075081622j),(0.9580988002612169-0.2864379320865463j),22
(-133.9495366143184+141.5833214264102j),(-58.69753908556457-182.7799893025674j),(204.25462123299812+77.341744508401j),(-185.9488064555876+90.1437735952434j),(18.46590123295404-185.31161393039326j),(163.83123953594998+131.81355036017374j),(-214.69506753527367+27.431693301153707j),(93.32016962751646-164.66991110061196j),,(-216.59358282069576-38.71073654362871j),(156.5046953475038-123.43613801999962j),(29.139798198012528+186.5565962456639j),(-191.4069418470738-100.01236577681199j),(200.11821589939075-66.76660251861276j),(-48.2850166528686+179.9821858561554j),(-142.28474903724873-148.80738922960109j),(218.7068346174908-1.7478636911090462j),(-119.67176147424126+150.9008961571438j),(-75.36976379671214-178.9939602190468j),(209.94603368339597+63.48944652976962j),(-176.0934813991554+102.9493597092729j),(0.9702552008546945-186.79723010223853j),(320.83920296537457-178.08453848396658j),(-385.25599638992196+400.09831124539824j),(140.60187016997858-301.1339443709018j),(216.84984966143017-39.414579518735756j),(-400.33417355957977+348.34282895863544j),,,(-365.3503243963854+253.02686888120476j),(351.8557243805724-407.2475902580652j),(-56.08551195244394+234.75467596533272j),(-284.6792000300265+126.06974846959434j),(397.060543599234-385.75494739221875j),(-190.90079107982785+335.96894413982074j),(-168.40877250750702-16.652468914737053j),(392.6127058571898-316.02341909056963j),(-301.84381282527136+395.170096174362j),,(-314.0874410364179-386.0490773162421j),(-138.04065538370935+470.00610306617637j),(479.425888077998-176.90159084030205j),(-436.1925774708286-258.12189962322253j),(-144.93759130382855+112.07467211036521j),(172.62900943252876+52.559586938970156j),(-61.82911995643222-175.02801333784964j),(-98.57306810764796+157.08053562935694j),(179.8951922721523-13.115485033880418j),(-116.89672691647992-141.37143948176802j),(-39.88192416001486+182.4433848107654j),(164.6653744016549-77.15045780836337j),(-157.34632870079386-90.03628309769195j),(23.796478106714424+184.99158029064085j),(128.84405359722723-131.53771998134533j),(-178.1196785659734-27.442036001296316j),(84.4991166433204+164.4064687097646j),(76.91070731502487-169.47611209430113j),(-176.61905676522454+38.583854006591835j),(134.63509042361096+123.26223050560367j),(15.359631373003651-186.22141566571236j),,(167.9348661292207+66.70397711870118j),(-48.11217560084834-179.67962053179536j),(-110.3084199527355+148.5076164597903j),(-0.26468734857576526+0.9643342820329117j),37
(187.8758590649082-21.72663075759648j),(-70.38547872551749+172.47536702852835j),(-103.57152340084698-184.85605503272902j),,(-129.31749709437602+126.2424998653269j),(-39.54819172315638-200.1434951519429j),(176.68641594392403+113.47973690551859j),(-172.0782855947615+64.22293306469737j),(29.420664834055188-190.40287225181413j),(136.8396305690221+163.83245484159966j),(-193.32058221082877-5.827749685066507j),(94.7104497682859-156.8522570151145j),(79.88096806403894+193.6978269297617j),(-190.38802512587802-75.14966887312653j),(148.15663667005805-103.68717381721461j),(12.933143027267874+199.34117064059654j),(-163.64733234627883-135.0740773051589j),(183.07574810281727-37.555947909432206j),(-55.63197923157332+180.0567824890753j),(-116.44244339682362-178.10739209207134j),(195.1011284285421+33.27167160492155j),(-117.24028942394413+138.25618667476948j),(159.99931416329284-10.072913923628533j),(-74.3991812663599-126.1913356300765j),(-70.88755895210556+161.21881659399452j),(159.30488443859184-66.90879632335455j),(-119.92015726744194-81.07868362538241j),(-15.670297102948126+164.02093768151806j),(138.68928423572325-115.3776939771713j),(-150.4450463304974-25.827094046120195j),(41.50654471220654+146.3121430299704j),(100.73050661245419-149.41854242711636j),(-162.1566929364395+32.6541889933369j),(93.49296844265842+110.3069279353343j),(50.17531927048359-164.7745133431443j),,(133.78804090400283+60.507765944049126j),,(-125.81781509690772+130.56399346436757j),(157.35283933651738+3.1420718600890183j),(-62.65183553728751-134.32741577206457j),(-82.31148892242713+157.74883565644274j),(161.24057169103082-54.616540177391904j),(-331.91596128299733-50.53917104552096j),(514.7932381135836-77.72280227284824j),(-284.6785796557805+143.6317993860052j),(-173.81894952117955-94.3124477066476j),(492.87054382999736-30.668892935275693j),(-416.5176443096244+131.0461702198297j),(6.014225183477599-126.29189672966669j),(409.3140951144219+20.220179691190282j),(-496.2709299950569+102.07313958344682j),(185.09531745452728-142.47846900801426j),(274.5726755385556+68.58070682988338j),,(341.03013027082767-140.84802405817322j),(105.49577970076268+108.36517582016505j),,(454.3189226135014-121.60444999013782j),(-76.77342608755282+134.5985151698343j),(-362.36341133247106-39.61116732508734j),(120.7748090177886+322.3083336259881j),(217.70516330229563-346.43422779529334j),(-381.5315658824989+92.63389528842552j),(-0.7240886779304121-0.6897068844755633j),60
(-27.67499500995337+190.42401071516332j),(-141.7642161941642-127.82624548551374j),(197.47334381130264-37.3198917801789j),,(-83.97457010920799-169.32369607455698j),(195.34053661477682+30.281552140813695j),(-149.99491430377049+133.05391170520784j),(-15.68385412377912-189.64711783590928j),(168.78027921850662+94.0962699694672j),(-186.47303349503633+76.94313866461795j),(54.5681371411592-186.2550547995646j),(121.1139475953618+146.14419331452774j),(-199.63258902187397+11.21058040466771j),(117.99635042530306-159.57168646421087j),(58.302244844182816+179.91669842823285j),,(166.66904996039932-112.93378389881829j),(-11.800188275333014+191.1905134742175j),(-152.53535290703059-116.06500271980823j),(194.4996857421069-52.17344453733276j),(-80.42700083785334+178.5558411806536j),(-98.1680986326484-161.6921402713605j),(189.86148602886675-327.4497179217882j),(-129.2388429365677+553.8956378199616j),(-35.06542591754601-335.979793664446j),(171.23852085712636-151.47522647507532j),,(32.422199148858965-468.2529741780821j),(-394.1803184523311+252.60280382980022j),(439.70799703213686+165.6975046501035j),(-132.48073787902615-451.06729258030947j),(-281.0289513339389+374.56916866561687j),(469.08367748489485+2.426386865387485j),(-280.8168798983197-377.475377964103j),(-132.73474682827143+449.6954363433977j),(439.8001652792846-161.14815203891132j),(-394.03670418940203-256.67994298984775j),(32.158016656055+468.5870224405011j),(355.5193810205866-304.57101875611954j),(-457.982004435126-103.78652859300806j),(193.02940104517873+428.88152288771323j),(226.78068687065846-409.9070985632335j),(-464.6563828353746+62.08545288747645j),(-90.02156443607764+180.86879272203709j),(205.99159181110159-54.94378646936527j),(-156.70524078662453-115.05977215358573j),(-18.297603522524973+192.75683866005318j),(178.621228816292-115.81508331641163j),(-195.64629944614887-54.03911114492786j),(55.714483586270916+180.54052736312357j),(128.9141749986671-162.20363516276234j),(-210.12167208214285+13.739172829281557j),(122.75944141000707+145.74751581940714j),(63.08632698034241-188.3085260300833j),,,(-10.630503720752813-190.8653238005864j),(-161.7205528838956+135.88059929239765j),(204.33159123155974+28.114087886535685j),(-83.01798361357741-169.5542993934975j),(-104.89664977146512+174.96988381019952j),(208.65813741369712-40.01619842694497j),(-145.0240153157326-127.04040907663057j),(-34.955358262249426+192.17908036828928j),(-0.3698786903916825-0.9290800581188544j),27
,(-160.90922551864298+149.2388028083626j),(-21.9386343895887-201.47796867488117j),(187.18626491768714+92.08180206126805j),(-202.26405620888409+91.18682211895904j),(55.07587773115439-201.30098475709823j),(136.29682309043235+149.92179993998283j),,(125.20311860856049-175.95119305692117j),(68.36338253089887+189.0139876336972j),(-207.08548486326475-50.440655761988424j),(179.67363509242895-128.59860009251128j),(-8.11893964429646+204.4698638377874j),(-169.94916030867103-116.30555267155009j),(211.67585672317824-65.16467575697098j),(-83.58598359167124+194.35666204709418j),,(217.2078866661132+6.418130011075249j),(-148.6005506135386+159.93904415608813j),(-39.22130583113322-197.98541219019972j),(195.5779412890376+77.19834480677149j),(-195.0325304639309+105.52095373734356j),(-351.95944329005545-173.79565027852743j),(616.5925963259796+102.64310372644343j),(-386.5654648284582+50.85468536870147j),(-153.5831049773418-163.55439598506862j),(570.5199092505933+145.04289106504666j),(-529.758158070069-10.170991629586212j),,(453.1033684482933+169.30497867312528j),(-606.7042787956813-69.92478007970391j),(273.5777892927031-85.55244565330126j),(279.02598213017404+172.3953780756862j),(-607.781668877435-120.93443322270147j),(448.9456215485063-27.54593986261017j),(70.05623091412843+153.92763299073303j),(-532.8556000452853-156.82116361665626j),(568.1725370093682+33.905202079183766j),(-147.67409361400695+116.21114591701013j),(-391.2956217372442-173.09731429736757j),(162.0950314747636+427.90779112113694j),(197.14600181044474-339.4300238574685j),(-398.22701512254787-21.354860262599743j),(194.94954102048496+75.7303441938992j),(-38.468638262044905-196.22711177563176j),,(216.78233552515366+5.424003549009981j),(-110.7777789094013-165.79764739163983j),(-84.09804856140579+193.16043135303036j),(211.50637013290518-65.56061196331224j),(-169.2340924659624-114.63508866338017j),(-8.80592686830795+202.8649987281544j),(179.78140745168633-128.34683398521014j),(-206.5275821793411-49.13734396708851j),(67.5873812132679+187.2011774442687j),(125.57467291977122-175.08320813732695j),(-217.99467499636864+22.50505479591547j),(135.52884710514974+148.12773766234793j),(55.66475090687703-199.9253230552726j),(-202.201404145078+91.33318308133876j),(186.522350118141+90.5308362495038j),(-21.206081289961276-199.7666575042296j),(-161.12272753178314+148.74004254070525j),(214.19112239367456+21.612999958780065j),(-0.5955778024211217-0.8032976293150799j),39
(157.2365778050898+119.6733454767895j),(-189.2228577931968+55.84652495828698j),(69.40544562874749-186.5636227187049j),(106.09235856028613+167.61039480943947j),(-196.47776181398552-14.192033712996533j),(129.2392394115643-150.61186051571204j),(41.68122682401358+194.58766465586197j),(-179.16300494798577-82.45587013376743j),(172.9115894956542-95.82599564260252j),(-27.942167098861418+197.23163138845425j),(-139.44380783191045-140.40855098859822j),(194.96124254736475-29.05703306245252j),(-94.07137641925209+175.21166539592596j),(-82.287079671298-180.80305909377552j),,(-148.4369042092991+131.2813765126932j),(-14.840303292393926-198.58803720321856j),(166.2119045754595+106.57780765987465j),(-184.2403089079806+70.93427347254115j),(54.46226183321028-191.5394632342569j),(119.00803535172518+158.48246835833842j),(-197.00435347881265+1.7167973765260598j),(-194.0864599931128-335.38261886804327j),(429.4717653283082+399.98834676555583j),(-320.31413112410615-143.70415383030382j),(-45.81492989587663-227.86643411828547j),(375.1890470627989+416.6315913688683j),(-403.5684363011389-271.15481519346093j),(108.18578441386799-91.85541635496527j),(273.9887154772761+381.1748078562893j),(-436.3562686672794-364.697405762171j),(248.65780208497486+55.642175815655875j),(138.52593218255285+298.051888078974j),(-414.57749029846246-412.634368990972j),(358.03501382142304+196.18168083090708j),(-14.259601261237563+177.6574025572337j),,(422.639734289789+312.18855006227255j),(-165.2619630924506+35.046753259200806j),(122.4226467314056+92.2455972074244j),(18.630014431916322-145.53408575051395j),(-144.73678053476328+82.06811973864721j),(154.72872873614818+47.23684548102369j),(114.03639526250373+176.5606506937056j),,(-186.40103060600393+78.79122211159034j),(162.8451219397973+118.82030898313128j),(-8.647011544919451-221.10846415642982j),(-152.48814807283378+146.01275769388548j),(191.2899693353403+46.221417016152486j),(-76.6297619850543-201.374544323115j),,(195.8138923767922-32.157490619311204j),(-135.0299151458564-156.4586180399573j),(-34.08156495257049+219.55608606274558j),(175.85117179913186-106.51508494077977j),(-176.54449716580604-91.97744858339277j),(35.605322043158154+216.68124192803225j),(133.89815767497043-167.55290458566128j),(-195.9820848900903-15.9944445168356j),,(75.20109935432438-207.63813393096672j),(-190.9119964215132+61.98867434247476j),(153.46409295586656+133.39108604886462j),(-0.7894287834291944+0.6138421587782172j),38
(23.002063833856454-181.01596814567526j),(123.19247750633697+138.75209737331124j),(-170.5560787107396+14.825390161989887j),(81.09137719682681-156.50923551029956j),(73.42873360420066+172.63383244897213j),(-169.04077694867112-50.2632525267128j),(129.04016564657584-112.43092995676747j),(14.482682924213407+184.92760417601954j),(-146.38682556375016-109.06644561416475j),(160.8524046902247-54.293069791455345j),(-46.2744358628897+174.09606909347153j),(-105.42711464050575-154.23081485648152j),(172.54995492850674+10.634171019090928j),(-101.24490894321283+141.4937171008694j),(-51.283680373333134-180.10852903752775j),(162.67003075196018+74.23160242352984j),(-143.55464598765016+91.19749169133132j),(9.27280860377742-183.46356461915113j),(132.44812255076351+128.54632782709442j),(-167.9127892329948+29.496965744701974j),,(85.66349790715863+166.78625853738578j),(116.03731805353804-173.59351490563995j),(-224.64740748446735+41.13569091443554j),(153.03452445657967+124.32316600103852j),(41.35002638275729-190.04399000043142j),(-202.56159405972997+103.30237003336285j),(201.26849277022507+66.31338766770347j),(-38.508110662605624-182.72935119748067j),(-155.14533291009081+152.55102638427735j),(224.3337164437456+0.011080794715496722j),(-113.55078558321733-152.5642984263808j),(-88.32805567305482+182.72308622071324j),(219.34587554849278-66.29261173823724j),,(-10.46530257839511+190.04551552806828j),(186.92870255282438-124.30637377386448j),(-213.42889222726654-41.1573293628319j),(68.70614282350003+173.60264016954343j),(131.1359842062351-166.7755498904921j),(-225.77450735465564+26.15307923610117j),(139.28584423143198+135.45065148115964j),(58.94463309705945-188.38934437417709j),(-201.64715853610477+304.4876001438936j),(354.2181553278488-1.9312433528392177j),(-222.61828379351266-302.17444989167086j),(-87.57669942365645+363.8612424669169j),(327.51343543913003-133.6410176665888j),,(37.44527800087734+377.7338201670567j),,(-348.68464226570313-79.92611974285795j),(157.78470115667872+344.3705591580694j),,(-349.06294688585484+53.935038824892615j),(258.3930536572009+267.9435550578005j),(39.57219505438333-374.8649211476986j),(-305.79072254055484+181.05158873256508j),(326.6892012280389+158.0100501515858j),(-85.50186474944022-370.30841482054444j),(-224.27918660201445+285.52752986546466j),(354.132670025246+28.317294564348117j),(-199.88386555031832-319.4446211359603j),(-114.72140508381776+354.2980836920974j),(-0.9364598940530332+0.35077466674516533j),43
(113.47157056653384+153.32302467122037j),(-188.60424691874627+11.30617420238135j),(112.429510562876-166.86501546666483j),(53.941595351064784+188.5567027604841j),(-177.0381548894291-58.97911956037308j),(158.1061779310906-117.91435461394971j),,,(184.01157378232355-54.2184336371291j),(-77.06686212154074+186.8292672584268j),(-91.70459895578372-169.55666236310373j),(186.90621296911394+16.257534689468955j),(-132.16265890992386+150.08417050329888j),(-28.60814693695538-196.0211239564294j),(166.42811914079255+84.70048864086449j),(-170.7314366538444+94.57095902772664j),(38.0657708589204-197.9730274984459j),(125.13809010126582+142.55159614797103j),(-187.95014677397666+27.231592919705797j),,(68.19946852168682+182.576541834576j),(-181.6655793362614-43.513100067382865j),(-109.73545522769447-337.2571531629709j),,(-265.28234373146745-198.69303637516714j),(4.640990390432876-209.4785239615329j),(259.72358901709634+449.5963209480226j),(-315.7253933787142-329.0262903956907j),(118.43707740197277-55.50448084005775j),(173.8671676599702+395.5068836704406j),(-326.6867949399702-418.2146112531743j),(217.42253749409684+105.41043059825311j),,(-296.79581863534827-455.104946417403j),(289.21918005259823+253.14370504203538j),(-49.61698237326697+151.9016114748095j),(-229.7903488167423-435.0841375511844j),(324.8487922548859+369.22120872028717j),(-159.2978852651586-7.151239374095525j),(83.91411804212315+161.1363644662922j),(58.789597156974025-185.8501353928264j),(-154.32946538392727+61.46597455406894j),(126.05880180496786+112.22915213671259j),(77.4606867325543+163.28540631959336j),(88.88690036277498-152.06229350337966j),(-183.92513394536616+18.847483382673374j),(131.4097646589287+129.48768586716469j),(26.52884837708654-173.94159556849218j),(-163.18474124301312+78.85117783416678j),(168.9259734143925+79.49745333907794j),(-39.146651864955366-174.06939772965706j),(-122.03799966319764+128.99448563414953j),(185.3178887971961+19.566017023492627j),(-99.92684002539019-152.42971825066434j),(-65.63033369507644+163.0069563407347j),(178.53569204656958-42.8121613494838j),(-148.21111745147627-111.72861191139805j),(-1.0155554925364+176.6353102775496j),(149.4275008970183-99.8366535013033j),(-177.96150655445368-57.05577624933142j),(63.7262185279169+168.1753136851031j),(101.63331195156431-144.37651279721138j),(-185.45770349554908+4.7519181424765975j),(120.49899104727083+138.68489416528104j),(-0.9227311337207601+0.3854442305475602j),38
(128.1187281303188-96.85441671812471j),(-7.84756332027235+162.21370201014145j),(-118.71929483418123-97.43734105911032j),,(-60.99595913443998+151.94456987830233j),(-76.9857940547327-136.4839371747811j),(153.20583453593403+11.529315086039773j),(-106.51677400732815+122.67467897849004j),(-25.62517397403873-158.46313583071844j),(137.20937292509507+67.12483130898372j),(-138.71760298485344+78.06424656359927j),(28.939889341829893-160.62642517217623j),(104.05479768280031+114.32634748267007j),(-153.57171326556903+23.691833720276392j),(79.88600229575823-142.70328458130493j),(57.888108147742884+147.23128595646534j),(-149.22158953067924-33.643257010452714j),(120.84232318423014-106.93501344119113j),(4.482476284370797+161.72486461794293j),(-126.21121733862608-86.77123845694405j),,(-49.483691902416524+155.9946528415665j),,(-153.90245572648496-103.61106979803651j),(14.53036204250623+167.8352703402004j),(136.49868805831562-97.41393171124591j),(-178.0219149045362-51.157555759799365j),(76.72738557823371+158.68798753383558j),(86.1215487276105-138.9112710656516j),(-179.8796278206254+7.693241030494118j),(129.32960394628103+129.6966775738811j),(24.97485854419506-163.0376734146415j),(-159.24328637050735+65.58199345762688j),(165.75907847682902+84.48672100113433j),(-39.294952543393265-166.77611780551314j),(-118.69347731724507+115.26967862576375j),(181.46028172882893+28.7116497544946j),(-98.65090646139699-149.6591095453313j),(-63.300978382776734+150.54282197391888j),(174.4697689039762-30.65383035804029j),(-145.67050589555038-113.82714069012408j),(0.007345519909531362+166.99049596264j),(145.66170778566615-86.18603076591714j),,(416.8441597436645-240.6531295280632j),(-192.5675188381465+217.56157513524425j),(-186.1960624360449-19.93164434737603j),(415.58419260616915-193.68841172392973j),(-418.4820082847756-303.36605253968037j),(85.65339694537926+557.0456550854713j),(315.8904956943746-363.8363979781014j),(-464.0118149644996-121.25994505905553j),(239.8805029430983+509.07571858753977j),(176.69450455389097-488.48642642748155j),(-451.5166684083735+76.00979061920876j),(364.1104094804321+397.44556092302275j),(15.402760604708732-552.0509369316546j),(-382.55909411943816+263.77445680590483j),(442.80809291175575+236.11459965263396j),(-147.8151077123619-546.5811496739975j),(-265.76227774584197+418.5539704008604j),(466.1323611518598+45.257367366508916j),,(-115.73173059055165+520.993061239453j),(0.9819653895414606-0.18906076732809357j),47
(99.12395813770928-179.58983489612507j),(76.29044233289333+192.54914850815524j),(-190.50097474469067-51.03625931520405j),(151.8824480133772-131.4203757235612j),(8.583495306463732+208.44525430552255j),(-162.16334518975273-118.245308232106j),(185.64794749720153-66.8167204601479j),(-60.196822909438254+198.27515716743613j),(-113.54709294085539-170.66771107825735j),,(-121.44949264394509+163.3106337853725j),(-50.731709235652474-201.74801522172137j),(182.21349001466217+78.33341982882834j),(-167.51483114266918+107.92401858860302j),(18.427704860670346-207.59961015750798j),(145.44301399767923+140.72879354467327j),(-192.6323404484915+39.04144072521953j),(85.28272351209225-187.49075046113893j),(90.4848026396422+185.525947988899j),(-193.66106109471625-34.72329250421727j),,(24.211412933997735+207.12297237411698j),(-268.224023078945+246.0279998005207j),(297.0544004732553-501.8034583707432j),(-87.57342749525621+355.00800873254326j),(308.0974302268193-187.06408984475274j),(-281.450832130329-130.95165355076352j),(29.01081787326011+343.9116719967382j),(246.7030720502431-280.9691795498625j),(-324.4998728896416-7.380324154387523j),(141.96724322482603+289.8089762819048j),(154.4583480915993-339.7389063648199j),(-326.97001168521587+117.11391916381734j),(237.17058043622615+199.46549584185124j),(42.898515905404366-356.0240810230056j),(-288.55235619259605+226.96299728667566j),(302.71559560730424+84.1787365991349j),(-74.0258011904882-327.78823275470205j),(-214.05105706376682+308.43021770870087j),(330.40584563577454-41.634623684961056j),(-181.69314785201146-258.56227116717474j),(-112.78254603288806+351.3280560979871j),(316.778648298526-162.24154953269053j),(121.96308505980551-143.05088479543096j),(-170.29292076323497-35.7835139062042j),,(72.07059748384964-186.89131128531295j),(-168.3282614650218+37.93875543112534j),(129.54488504536624+141.4500976933001j),,(-145.3140530286534+106.91676085378316j),(160.8845334926246+79.30112268690513j),(-47.38569072972664-201.8998253521429j),(-104.12823589705263+162.5247617882062j),(172.1054754086812+7.2354951577503215j),(-102.01141153019623-171.19108932507535j),(-49.921120980350636+197.80894466823366j),(161.80452533802944-65.73493534112805j),,(10.528659784391664+208.35700145439168j),(131.26982320913234-130.48517310758126j),(-167.75733022565117-52.068147104999106j),(69.66182538563372+192.84989137658096j),(84.31975167079264-178.91816242612924j),(0.4662462759081052+0.8846549667536056j),24
