

v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,J,fault point
(306.9107912092926-59.77554012385366j),(-110.71228498510615+288.6186733414605j),(-174.30494971295803-285.9180028749994j),(319.4863567764392+53.840136674891546j),(-208.3604174830785+221.4308808630915j),(-69.92228627976255-319.05937855103014j),(292.1099635494691+160.72307238381907j),(-279.9529559406644+126.55302513054227j),(43.20420060938809-312.30218931379585j),(228.20504577193213+247.50749236916133j),(-316.5372108743969+15.84963839159641j),(150.92797653493156-266.49142569339006j),(135.7629513922983+303.34095333346704j),(-313.53829946181884-96.83575504807946j),(239.7781192942787-187.35575090709705j),(26.343619253531593+321.2414477998416j),(-271.3312373574056-197.41177976693322j),(298.64386572937497-84.79112811937523j),(-86.36999812960156+298.9705082965257j),(-195.19404276209153-273.3013440988707j),(320.1640192630354+28.37667563329289j),(-188.28299591464534+239.3131290446195j),(-94.64771711037666-315.01441292100054j),(301.6474719058775+137.9959592330062j),(-266.65109315898013+149.7295007755382j),(17.734361817641744-317.33474218593113j),(245.40972890978946+230.35876611597013j),(-311.67431272596116+41.422109446258865j),(127.89874826036196-279.97217334004966j),(158.48335346001562+293.91507238780224j),(-317.72247425024284-72.0651412875346j),(222.06932021950263-207.59891782310015j),(51.7385404692027+320.7171241760097j),(-284.0392515386309-176.5406032730953j),(288.46999170350233-109.26529425082407j),(-61.47620775687212+307.41330897530645j),(-214.83675161004575-258.9395578965883j),(318.79731927960535+2.7320193067825205j),(-189.5153861519419-309.37111966226064j),(-91.80491946993797+367.81780416579954j),(299.47489607852395-131.18332689533116j),(-266.8916841351848-210.6927348423336j),(20.19510592605225+383.5409347677575j),(242.7029591369424-248.69412010345013j),(-310.8930183965099-85.66709831008728j),(129.66972132350207+351.30204352844817j),(155.58087291047488-335.10556578711504j),(-316.01699593537745+50.071259780066256j),(222.92906100329017+275.1326229577761j),(49.00330606070962-379.6118613069678j),(-281.62286031523655+179.54817707604346j),(288.31098911195824+164.55770436761262j),(-63.70215333591321-376.64746795697755j),(-212.0116186367333+286.57248811841333j),(317.63945668130157+33.404747045267165j),(-168.44162059799933-326.5830848873786j),(-115.88819804357331+357.76073920393867j),(307.24692141108665-101.92549374841691j),(-252.11736309497897-235.6792929556161j),(-5.272889409632075+384.2107972253068j),(258.43297601341385-224.5098909718347j),(-304.26567949688985-115.30366536929355j),(106.00179717880175+362.61506670697435j),(177.3018333716856-319.0191928970366j),(0.9992072647893011-0.03981007400499779j),37
(386.209906232457+4.188277641469952j),(-228.25612888375156+310.07246855824184j),(-112.81571107699112-375.5781430348435j),(363.3813528223984+139.77693804976104j),(-322.4249677832906+208.16006025962946j),(22.803741072859694-389.10103031620883j),(295.1117452747145+257.8864092817847j),(-376.2743728358116+80.21711271050088j),(155.57157184868083-353.96660250346093j),(189.93823858768332+343.74703176438237j),(-383.07044393536603-57.757032458235564j),(268.8850851045095-274.56844067590686j),(61.01284227992478+386.62188362685777j),(-341.9633283518689-188.508626391532j),(348.57435866247516-160.83533215851736j),(-75.54224621648996+381.1494391621457j),(-258.0934953200866-295.68710455888635j),(384.67420150270357-26.989669765998045j),(-202.6507319267705+328.0140308029777j),(-141.94891730671193-365.88973456645647j),(372.6703068229293+110.23106687143664j),(-304.4176231688988+233.86027294445125j),(-8.053542820123084-390.33763580850894j),(314.0637687870915+233.6673430833489j),(-368.11690971028156+110.46214896485282j),(126.84893198255632-365.97358370468834j),(-320.3464510498321+149.24706168028564j),(256.8466146999281+187.21264305901332j),(12.707949303158713-373.4813467456971j),(-272.06758418190395+260.12532196501314j),(313.1614964333254+61.91576738550296j),(-103.02216998927054-334.2850454062775j),(-189.76650421504112+338.47475613863145j),(330.3153469175447-71.12371179774861j),(-205.8693056957309-253.2862004643266j),(-83.73501011281644+374.49772089258124j),(306.16306695454557-195.26912854998182j),(-282.9723623713466-140.61376561959878j),(32.767596769955304+363.68952307497676j),(243.72491350804262-294.99602472341303j),(-324.68955695443873-10.357495813646523j),(145.17259620199138+307.4017342465083j),(150.8088147751729-357.833492681213j),(-325.8041294687554+121.19398499953698j),(239.42367619904098+212.6731758535028j),(39.03398412498568-375.92366970928333j),(-286.1767019589611+237.5900859597259j),(303.73468319155387+91.34971042270266j),(-77.6220694389641-347.0043684187915j),(-210.76270778678776+324.2754054645559j),(330.06348753337767-41.39709058801435j),(-184.5714370867149-274.6919646236219j),(-108.99271174400442+370.4098927905613j),(315.11765659366-168.96716081731017j),(-268.44003683106723-168.029167395542j),(6.406887679628582+370.22440287867494j),(260.7661754141166-275.4077871647323j),(-318.7400504286548-40.35422292045465j),(121.00530199114074+323.7421313526195j),(173.80572901877744-347.4085060450459j),(-329.1814312844654+92.3670411144215j),(220.47193137199736+236.77571389237613j),(65.11077291228162-375.96558477032886j),(-298.45847851689075+213.53775176175475j),(0.3158983660433363-0.9487930345081325j),25
(-375.63796928702436-75.63423436347165j),(306.1431893327256-239.43361378495206j),(8.954405260691857+362.41628246891196j),(-316.868344584042-194.6511502972682j),(370.5752330515338-129.2725117765164j),(-126.98881745637347+349.4875373231153j),(-218.47414506755632-289.32682420004545j),(388.6666236345493-2.9458053403419484j),(-247.05201307769403+292.85516792534196j),(-92.75962386538858-347.8220067819949j),(358.1550219371723+123.74927580441276j),(-336.2212076340793+199.6010857269042j),(44.55454343065291-362.82184069600396j),(282.8559218855146+234.9694364623458j),(-383.3457403506337+81.38676913009304j),(176.29713859074323-332.4505877963261j),(172.1855206932903+316.80652944208884j),(-382.5326604037916-47.005011316753624j),(285.9936717919918-260.50619130850805j),(39.9832178039441+359.02677762856825j),(-333.8836439241405-169.51878716211428j),(359.9265263620204-155.98534077181597j),(-97.219010234873+356.35051389345034j),(-243.48227933586247-270.83413792333715j),(388.850354896589-31.958430665379396j),(-222.2639432639806+309.1124066073861j),(-122.63331100865287-338.2815187733288j),(369.1482154472508+96.06490018950633j),(-319.5146380905657+223.21960916135953j),(13.551025744421068-363.4265946510291j),(303.28387226164995+212.07525818177405j),(-376.8098375278943+109.41306692436548j),(148.0407986744208-343.1249588735454j),(199.4937006000734+301.56547909645525j),(-386.98474283427026-18.075644358610745j),(264.0179817456075-279.915343060653j),(70.75672311405567+353.344757621755j),(-348.76697605391513-143.30398557170741j),(346.97955928661077-181.7021472369069j),(-66.82842464997353+360.93806420428484j),(-266.9356916365457-250.61207821969924j),(386.55113671966035-60.76698991077612j),(-196.0566381936169+323.39585134299585j),(-151.72394033305838-326.5809815409067j),(377.7842647683144+67.76711561913253j),(-300.76785260948384+245.41279506852595j),(-17.53902011735667-361.71073902467714j),(321.7752459804733+187.82690306507288j),(-367.8678683022156+136.74072291539784j),(118.83916498792567-351.60835361911745j),(225.5280414432034+284.3988246522114j),(-388.96578843011565+10.96914209305774j),(240.35644188219732-297.53713462330865j),(101.0784212861591+345.4065041908197j),(-361.4233055421362-116.1741364672717j),(133.44240013130576+323.2908050389187j),(201.59242712532026-271.0480155818931j),(-374.9000978189455+1.3574505452181143j),(247.4448495872623+269.42212671271716j),(78.52257740314855-324.0582947675029j),(-341.49541005041533+118.71928756025942j),(330.5041735392887+181.86205131636854j),(-54.366567291339024-336.5448915959894j),(-265.3865182952933+221.23520710786616j),(-0.9364491615466612-0.3508033178841886j),54
(-52.81142432390998-332.1427588875038j),(313.016243055478+108.00163406415412j),(-322.10435234872193+202.78360448126062j),(72.78483311759682-350.8860666049053j),(234.9261855804395+217.4908224962141j),(-354.16810086073036+90.38603683205554j),(189.27930391978975-325.7508631524594j),(127.45846897569838+299.78265431455304j),(-341.94291786860015-33.31435844181925j),(282.10428527309784-259.88032066041285j),(4.051995073594682+344.5864870420675j),(-286.95756977124825-152.84877339293692j),(339.6519580909397-161.51158961600828j),(-119.86118322067036+346.29957476807476j),(-196.08800702750034-253.26935838918422j),(354.7259516853343-42.945738299496654j),(-228.78564931650763+304.707694854304j),(-80.69752246465549-322.018459594161j),(325.4412541984281+80.99050311515941j),(-309.1003339919307+225.0119366031306j),(44.784235243074406-350.498961042769j),(255.4599344556318+194.7988339804587j),(-350.7618381951289+117.17830194916847j),(164.66569771719793-335.14935910214155j),(153.53319808253818+284.24745488238335j),(-348.56036606495434-5.308549005712507j),(263.95561682659036-277.8891306176305j),(32.40704404036785+338.150762615458j),(-302.7712129996788-127.13156275241764j),(330.23772917598774-185.8787011924974j),(-92.77163011941717+349.7681165114947j),(-219.12033980382398-233.05669901927035j),(355.22341722287865-70.62402971059602j),(-206.34915679612638+317.6467595612923j),(-108.06833788646615-309.8379565619803j),(335.7882058273419+53.46221866035113j),(-294.12259877669845+245.8034865420488j),(16.497673911476284-347.873793491692j),(274.3624797252513+170.8629848138056j),(-345.11583497537595+143.22234144318483j),(139.00064178178292-342.40780579463734j),(178.62756247261314+266.897233167886j),(-352.9521308988804+22.731157426010995j),(244.12149678550634-294.12351848091464j),(60.555162369672395+329.5558238902115j),(-316.651553084659-100.60257133701579j),(318.7148135283161-209.05891037573872j),(-65.08969677713633+351.00326297129146j),(-240.7535103627771-211.3558887635699j),(353.45265341873557-97.8513612788165j),(-182.59505065742945+328.5575354072544j),(-134.74909808382765-295.67902668582434j),(343.99102893284766+25.592558701683373j),(-277.2667849319255+265.02549277007495j),(-11.894231004529416-343.0273265911216j),(291.51312183590676+145.8361140062007j),(-337.2661429636734+168.35185475031176j),(112.44801673094253-347.4798554359529j),(202.58132559939884+247.84277657996876j),(-355.0901693715921+50.62571723804564j),(222.72857314336875-308.4798218420158j),(88.31661419722649+318.85655264287016j),(204.10882851463168-263.4112208259944j),(-332.78833624374465-3.3552819220389836j),(0.3359584443505198+0.9418768091791934j),61
(-72.78875383766969+317.2391017507353j),(-244.99960652119458-206.4290356025469j),(366.2374799061854-69.98834742807776j),(-193.66200376884672+290.25770652995664j),(-134.2784612743417-277.66835056509393j),(354.4942759463423+42.32006736872921j),(-290.31770503025956+226.97941259974655j),(-6.765714639878269-314.18507326380427j),(298.4213520940504+149.33633258913719j),(-350.6690047341195+135.31720822404787j),(121.59308863134575-311.4127658223464j),(205.030660802666+237.67800066472677j),(-367.1689369840794+26.73350653732294j),(234.7466039032196-269.6981069339305j),(86.00076352274363+296.297893498847j),(-337.75417544593387-85.19323603032689j),(318.54491684085747-194.2575394846821j),(-43.78358034823458+317.86555865323265j),(-266.1030535320017-186.46651379978255j),(362.5089986078459-94.52495127046168j),(-168.09276147492199+299.6839467820918j),(-161.175586621784-264.42204319657617j),(361.141114650202+17.028038278817775j),(-271.38184287717996+244.02667925572544j),(-36.09301681358241-309.3114389385985j),(314.61231966979886+126.45166152111594j),(-340.7344635382131+157.85373045689713j),(93.50300619819558-315.52125540934964j),(228.74106713223406+220.0624293366192j),(-367.47803702625583+51.94107884777134j),(211.4064227135706-282.2749513685036j),(114.265608202895+286.15425957463475j),(-348.2682635822127-60.466835541230154j),(302.8733404241643-213.72999689552938j),(-14.498832943300329+316.4623295837693j),(-285.5073367921396-165.31333620875537j),(356.46576690905005-118.45797928535825j),(-141.45018641289454+307.1965971964902j),(-187.04354785162008-249.48730593327156j),(365.4819373848909-8.372720962831409j),(-250.71311000395562+259.51574775469743j),(-65.18985208730967-302.46273977390325j),(328.79437437513366+102.75955109222792j),(-328.62421018356525+179.3822998190816j),(64.81587342457841-317.6150282441729j),(250.99087943854101+201.04168021047496j),(39.11240555477596-318.2931247218337j),(-297.8378346091863+180.1944911133721j),(317.62340468625047+102.46484396412913j),(-82.59617831916364-302.9219450673921j),(-218.69368128773664+260.36046886155975j),(344.53693440592326-8.925281917507846j),(-193.9760610051906-249.67019614771996j),(-112.20175314579497+307.96821523947114j),(328.3659157106889-119.19929599082836j),(-281.09912197739595-165.19704081415006j),(8.321070911508826+317.064353268001j),(271.1325440992523-214.56736725719009j),(-333.07057068165767-60.06589734578384j),(127.80334010589513+286.5114054806053j),(179.99388670693565-283.1036617249578j),(-343.3913465694961+52.576522284429956j),(231.30372566312138+220.1300361565257j),(66.34688680677165-316.23767503799814j),(0.6987080845934438+0.7154068859912944j),45
(17.181341568714075+371.1256367071861j),(-316.84758827646675-187.46430549667414j),(362.3234358382132-146.58992249754255j),(-117.1259685843005+363.0426528344075j),(-222.03559309985914-288.24507783367284j),(383.0695056462036-17.796584537174937j),(-236.78660675477596+309.5609694588002j),(-99.45791504446694-352.980631875869j),(355.91250610475987+113.22222689654888j),(-326.83693902200054+217.36850287206826j),(35.55703439771508-373.5757481162282j),(284.2484361466654+230.08253156588438j),(-376.01611781665474+97.99397581331237j),(166.12555555597328-347.4549950286687j),(177.0389303120391+318.1708789187495j),(-378.1742576019756-33.63475616131931j),(275.9199772591294-277.884788311047j),(47.690601022956244+366.4717687654255j),(-333.04148171516897-161.05744188794955j),(351.2104418194642-173.56492366082244j),(-87.62146626783743+368.9451461240844j),(-246.26167060448685-268.3397987857785j),(382.5818318965861-47.54066215257028j),(-211.97641712607458+325.28171368603194j),(-128.68669122486557-342.06610436398j),(366.1111365165012+84.42858741253828j),(-309.8235910394843+240.9416096279838j),(4.980635374341887-373.0168402924994j),(303.8580259254604+205.83999194355815j),(-368.9271407570217+126.47161408796168j),(138.02513055986412-357.3215986486314j),(203.60728860154993+301.51098314586466j),(-381.89613225970027-3.813731959197753j),(253.80950113687624-296.9430787280403j),(77.89533882879884+359.47784670979934j),(-347.10878545229394-133.62216855825727j),(337.8548427509978-199.43165033135335j),(-57.557469359761264+372.4917918954465j),(-268.9152787281125-246.72107356390478j),(379.6512354830052-76.98117553320678j),(-185.8126817969513+338.92541712280797j),(-157.09375657549194-328.9673616875025j),(373.9720155810554+55.095841017323394j),(-290.8319079420231+262.9762175065898j),(-25.62756679811625-370.0760857180421j),(321.5273728691981+180.28308990371644j),(-359.4824311498215+154.1416855974255j),(109.04336543850717-364.90657528349874j),(-322.79074018207507+158.67005993529062j),(277.5798330152783+174.8592212719401j),(-9.681011659690185-368.1080114984682j),(-265.98438362281263+266.04282164826066j),(328.26429281888437+49.45473608758843j),(-127.1947724961609-325.27732209919105j),(-175.91652180993725+340.14677039780435j),(337.8991077093056-82.13409323677868j),(-228.80275143675695-241.77051025046262j),(-63.850194392870435+371.7151633508473j),(305.2794383582685-203.45200538741472j),(-301.7988103266375-128.03015240428158j),(56.20063778089039+356.8003542066777j),(234.48439380485564-299.32812334742687j),(-337.0547486181274+1.7204520917734385j),(169.2235467986197+297.26744871304066j),(0.21973244680590429-0.9755601733469291j),47
(322.9555286959737+23.5016284848031j),(-241.4385524513092+227.17328988095267j),(-33.772061641980486-295.5988512474535j),(281.889100949187+126.88077395027993j),(-303.86112373614435+143.62717257018195j),(82.06111484189591-298.9104821526752j),(205.5722735945287+214.39340322466208j),(-328.28568090504257+42.120391968068546j),(187.63250014369427-264.8431796142701j),(103.54851124981508+275.0960100061093j),(-311.65791856787007-64.65356868291893j),(132.73284046860056+350.98135321265477j),(152.67691653268184-355.7349880029765j),(-315.60189602648666+75.100878223262j),(225.33583070725643+265.7827739803941j),(45.705493344244985-393.4426810651198j),(-280.0796688164063+205.46391567317826j),(289.7604413929039+147.34790090012712j),(-66.98142895087771-381.9501330266403j),(-209.53331256205217+310.13356835550445j),(317.95033667004634+10.487085239530103j),(-171.2922837468518-322.69449385007584j),(-112.7846910406034+376.020833994362j),(306.38035338027413-127.68514666302327j),(-254.18293665673065-223.08571643165544j),(-1.93227687359132+394.88647086306116j),(256.4973248103214-249.89027508869347j),(-305.2878622700186-95.57993758769304j),(109.16176966486685+364.37131985882206j),(174.5391533296687-340.84647609809826j),(-318.2163592657599+43.878169257304506j),(206.6050720289959+288.291318750689j),(70.75475699188885-389.179622697327j),(-291.35171141088813+177.84928495871551j),(278.2122873450201+176.16031689359858j),(-41.877563759157056-388.84562617847394j),(-228.05335888602852+289.5802418754878j),(315.02889077960174+42.00036271221076j),(-149.2730702731727-339.88625300472444j),(-136.2367982943058+365.09901744050507j),(312.4509441921615-97.41176178826933j),(-238.0018906325796-248.42390188931145j),(-27.383745106734295+394.96194388654925j),(270.8008213356008-224.64248758273038j),(-296.9684331175408-125.8959941977204j),(84.89366168132082+375.4346445132124j),(195.28689482690666-323.7815367939773j),(-318.79889654493064+12.375282391626882j),(186.55506562157035+308.95901971272286j),(95.35222605592192-382.4315123971749j),(-300.76336848872955+149.09902256294254j),(264.8876477312146+203.84788587460997j),(-16.50629525371508-393.2582000859056j),(-245.11720245135885+267.17784134925495j),(310.09587206230964+73.2454527556672j),(-126.30069453174566-354.9077161301061j),(-158.81898456778515+351.8459122839594j),(316.5264232938041-66.5163677620887j),(-220.30111689472585-272.1758113411596j),(-52.66035827367151+392.51544277618893j),(283.37515717235254-197.9602769587524j),(-286.7527536592187-155.4081595826911j),(60.08347712001377+384.10068386690847j),(214.78765922911978-304.64913586867624j),(-0.9702057625090827-0.2422824351746724j),10
(-38.86857141843333+370.5850162306735j),(-242.99073993844206-300.785147874904j),(329.91117386936133-10.319056143978486j),(-152.16097096586742+313.1448162134652j),(-147.6600930562194-364.75071926340127j),(329.0211170443371+123.73602380192634j),(-246.4255506607154+216.54567081848597j),(-33.86446377900339-383.1039964269749j),(286.9867739869342+242.3178404317965j),(-309.8744687881944+92.86736058881439j),(84.16593682032675-353.54989114848024j),(209.06456427860724+330.5976670997454j),(120.09305228409403-378.6585093648691j),(-352.9062369361442+122.94125390464967j),(302.60103739635787+231.40539801562943j),(-9.53470814060114-400.1074919132394j),(-291.1808233110243+247.82408100090933j),(358.29707094386447+103.27574637928785j),(-137.9701476455838-371.52279480335534j),(-193.04307467436797+341.71635947957515j),(369.1878428243802-37.7685987213012j),(-249.152338188165-296.4789513974523j),(-70.76517481905807+392.8768041142164j),(333.9114555415716-174.08995810491078j),(-329.1778807624674-184.36023891398662j),(60.36195220499701+394.9077708972607j),(256.8792422908474-288.64126476121766j),(-368.03953370827026-49.187168984142744j),(183.94078123110648+347.5552862254311j),(147.7241271214999-367.0978097119683j),(-360.8776242281891+92.13678566040836j),(284.51770624337695+256.74080644977835j),(20.096022059238663-399.648555382264j),(-308.5877533592208+221.938980498788j),(349.51552299348737+133.82073623970405j),(-110.04510250512982-382.22301168026195j),(-217.7088005307883+323.9875739215664j),(370.8062158669085-5.8336965703612975j),(-226.42502159850605-317.0002532023606j),(-99.6052328058613+385.52132867103705j),(345.72737106619536-144.75862215718234j),(-314.49035717058814-212.13642465983853j),(30.95402847947267+398.84541214463485j),(277.41511303870016-265.5813960093557j),(-363.2284866685204-80.7448101352949j),(157.64247010664772+362.2936397851297j),(174.41193025054935-353.19305844848543j),(-366.5446780322221+60.74399088545161j),(264.61762715588185+280.43683244976626j),(49.59843192692702-396.63771901662125j),(-324.0242395607619+194.63671974420595j),(338.5021926599924+163.51123254550555j),(-81.41737978682204-390.4825970894031j),(-240.9843773560213+304.19001112117803j),(370.05685779113185+26.13845583236332j),(-202.25189976971888-335.49739432198186j),(-127.80927553949746+375.7041608192481j),(355.33569292087594-114.50295031739422j),(-297.79469948273936-238.55804299958885j),(1.3484521436857904+400.2362819159148j),(296.17958846542945-240.82569447781862j),(-356.098095038148-111.78686661871973j),(130.3375550848802+374.71861808794927j),(199.98605044498908-337.03304241468857j),(0.5945930370781115+0.8040268156337993j),11
(-47.110147100012796+356.137828864397j),(-265.34054254649067-238.7055106723318j),(364.92226643441916-70.22786759157967j),(-171.74576840622458+322.8210673129285j),(-159.21345872617073-316.43165523856135j),(362.4439793117806+56.18552553837348j),(-274.90447930016865+249.13533943284824j),(-33.176637267358046-354.58783325347605j),(314.6418571661255+175.57288530720376j),(-343.68622167459677+144.29508928894447j),(97.00894239949399-348.4025919790812j),(227.49358378183803+273.0047514207414j),(-369.4897977667714+21.410652471056295j),(215.06349616429947-298.64939951279314j),(111.89710254015586+336.2972111151444j),(-349.0884550506159-104.15119916325666j),(306.22423191581447-211.54992214216412j),(-17.69217787759125+357.5355046892386j),(-285.03339355784516-216.68888144238176j),(359.09144546906674-97.99600127792303j),(-145.0690409368146+334.06377090910183j),(-185.33473679775335-302.1294903131825j),(367.0540603488335+27.812377787747337j),(-254.30493420850718+268.8171640338147j),(-62.459861051748575-349.78862685674324j),(329.11634683200674+150.14280248142546j),(-331.73984431725273+169.95481103092237j),(68.22565744033096-353.7064877232018j),(250.02243854125567+253.69778049094802j),(-367.6904897323297+49.839507899957525j),(190.37951692117755-313.3931420827187j),(139.66307571594825+325.52770027075184j),(-357.66122087816007-76.50825531483977j),(288.7263046634302-233.88979776692787j),(11.838762266888153+356.65018766194436j),(-302.90620378561835-193.28861573162908j),(350.9676964098133-125.13839523346708j),(-117.46599543973703+343.1733571193366j),(-210.27258588448714-285.89811987462286j),(369.3203691307305-0.7383620029909395j),(-232.0815606034637+286.7824943119195j),(-91.34425614792102-342.7558942104528j),(341.4893101949504+123.75400383478734j),(-113.73195516075037-332.9006284182816j),(-205.26665323196238+274.9783317140947j),(359.59046387658486+3.5448295102280127j),(-225.43348147148617-279.2241577326623j),(-89.5770998131812+330.89641526424344j),(332.72461633629376-117.10762785137173j),(-308.94441694311024-190.6305401722442j),(37.314123175286795+345.43570542507484j),(264.25135777607704-223.11570674998532j),(-353.82166946213-78.19846026649643j),(159.53919288391114+316.77805532089087j),(162.73330987436512-301.223033915926j),(-354.4533119292996+44.012383570997585j),(261.81379170402477+248.5071211292219j),(40.865364856138-341.66224166583464j),(-310.76035707869784+160.71945268521046j),(331.3484202686638+149.16022374596463j),(-86.11281832472051-339.3763830364905j),(-228.20663488227495+257.3284587213003j),(359.447731949544+31.160751733394036j),(-202.3225423949387-294.6513060080397j),(0.9327009095281525+0.3606508191663469j),42
(243.90710856122027-261.8337893099291j),(44.25010357168375+359.3491249898323j),(-296.90775091281176-168.57728130123826j),(311.37169722372096-157.4353784970897j),(-76.0382679869698+357.1457933657216j),(-220.29672290002793-270.3366476381192j),(339.8990700919299-33.3495800351644j),(-186.8180089422917+310.28116802000153j),(-116.13745876040508-338.29025551960723j),(325.92186223410255+94.90660323069886j),(-274.2360468484778+224.61569820504533j),(2.544863620781147-363.94046589348915j),(-294.29836770001623+211.9486266361612j),(349.95154366688666+110.07861133180656j),(-124.8567327220517-343.79548435719795j),(-200.40416406652946+301.7030578114069j),(364.8911861613124-17.569904032003834j),(-236.6449204323212-280.65867317525624j),(-81.44930061100854+353.7293422971999j),(334.2009689617476-143.02129245435185j),(-318.8405201981707-182.42532810984864j),(47.690846293400554+361.52156229798953j),(261.7187219690085-250.58778325393232j),(-361.1649234178537-61.379587344089536j),(170.86722452488394+324.10529607155433j),(156.50839324766088-326.81812282663685j),(-358.32543831423243+67.34170729856613j),(272.676554778603+246.15946994699j),(31.726596933600504-362.17966190318435j),(-310.6771441870964+187.641881420572j),(340.3875197983428+137.43125580644679j),(-97.02262918296542-352.250419005751j),(-224.17848853568972+284.477326750384j),(365.53282316596074+11.5171814482638j),(-213.63911785707737-298.2720518598734j),(-109.64617965766833+345.73871329763335j),(344.96802975081505-115.83712329499127j),(-303.53990787176275-206.99458735792035j),(18.597449152179802+363.76526826531835j),(281.26477919167223-228.70592692513017j),(-355.48285200525913-89.83232668448117j),(144.51545589259013+336.30276024106956j),(182.38920083148594-312.9749184672778j),(-362.97245422260215+38.56351983058877j),(252.3617189842603+266.78539217501725j),(60.70574450857854-358.1062104457902j),(-325.07213531524366+162.1369752715202j),(328.6499991316797+163.90635225983812j),(-68.56900124416181-358.4561079760292j),(-246.52135268771457+265.4351055924396j),(363.84040156226354+40.53072558067003j),(-189.26915263894216-313.98085616388505j),(-137.14292839240258+335.5404182038946j),(353.5323455374774-87.91329242084701j),(-286.30108400854107-230.2421116812893j),(-10.614699393937682+363.68620209837485j),(299.01485958957153-205.36370095593367j),(-347.5308946665373-117.71145429394925j),(117.24090407233669+346.3528102720889j),(207.10538773752097-297.1332566333818j),(-365.30176039964675+9.539090411891305j),(230.43546280498384+285.70779367460864j),(89.29726406066365-351.7461219746431j),(-337.39142388624674+135.59676619239005j),(-0.0011564680565667503-0.9999993312905935j),11
(185.1092586138207+268.47364820505453j),(-317.8758220995627+44.429004260723985j),(195.6270877322263-321.68856918360825j),(83.5631205624302+340.8740668671354j),(-295.7149679682038-86.59396682651207j),(270.63002228310484-237.15598498417125j),(-364.08150471925796-84.45093046642896j),(165.44926479008487+338.3072411537624j),(165.91434571436025-320.75718535859585j),(-364.17347532124927+45.88026329702532j),(270.2750993152985+265.80401621938154j),(40.45098160673493-364.2475090694178j),(-318.7253363963546+170.4741028673281j),(341.30287203946773+160.06184108238406j),(-90.07080179190487-362.18846528914474j),(-233.42040472816723+273.7500545567866j),(369.6505177697443+34.30383758903318j),(-209.32917789499825-314.8375386662446j),(-118.92611272077977+342.79339922699455j),(351.77314655979893-95.74388118250738j),(-302.410815892435-228.11599071682375j),(10.439960363287128+368.97022559264974j),(289.90633430443137-213.81877070904517j),(-357.6758016317469-112.86840255287524j),(138.50051019917942+349.00710595914444j),(191.78656264526418-305.15549588024555j),(-368.2132158007849+16.493446430998375j),(249.24148892013443+285.40044030126006j),(69.68376734346126-358.33234492960923j),(-332.705348495046+143.79278013618256j),(328.8146713207934+186.1042799626452j),(-61.13302447955422-366.6995212791001j),(-255.59247962438087+253.11074122547052j),(367.2693836494992+63.53566880798758j),(-184.3050952584222-329.2107045533796j),(-146.51761927129115+330.7770536940808j),(359.7968412748907-66.97811549204337j),(-284.42970433781375-250.55389356459813j),(-19.120643549015966+367.0794990086625j),(307.3314900620431-189.11624664292236j),(-348.98620984563775-140.56516927473336j),(110.6673800129697+357.4784348071201j),(216.43415336167402-287.6052787542982j),(-369.90178240049613-12.998687025451574j),(226.61638193177188+303.17447987402375j),(98.47159715086465-350.129099825997j),(-344.5609172237235+116.19328876182773j),(314.2268706058743+210.95837604803927j),(-31.804890807944616-368.8690688734363j),(-276.1325045664245+230.85522473268443j),(362.54310235734147+92.36180191908437j),(-158.10415826872938-341.4817416295726j),(-173.17355810021635+316.6485776473306j),(365.52310369003317-37.78467043292281j),(-264.6324067725113-271.3919196432667j),(-48.55915527193349+362.8448377345224j),(322.7942236662025-163.2061472908602j),(-338.06821553132625-167.36437681014814j),(82.12759878309969+363.6671352146931j),(239.6997341277371-268.21859843232977j),(-369.22839301503416-42.40781918782841j),(202.54424779969435+319.0126412992339j),(126.63065037668298-339.69015443040325j),(-354.21634050997625+87.8518614280219j),(0.8047915704004761-0.5935575188744014j),5
