v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,J,fault point
(-3.4549896132213394+7.555474165432652j),,(-441.761332066208+342.1158506141515j),(7.864192603121192-2.274785518931145j),(8.128844477868864-1.7358927890017601j),(8.317227649816228-1.1532353092715952j),(8.36067892486436-0.9552942793402146j),(8.051227526551454-1.9152237305509017j),(8.001955057662144-2.018493813799255j),(8.4145296162274-0.5968641456462139j),(8.21758303022837-1.4965702114061379j),(7.595570449935742-2.680065457401592j),(8.378687903228426-0.8564237707048212j),(8.292975499940004-1.247569151560083j),,(8.151248520164026-1.67949423238228j),(8.311238837143758-1.1773886801912528j),(8.162862434114572-1.6492919502520966j),(7.900486640467016-2.211252728540764j),(7.987143216495729-2.048190326366637j),(8.234359115743626-1.4456886064167465j),(8.332095555650723-1.090430715548343j),,,(8.36672104918649-0.9235785868468814j),(8.035754162580199-1.9484384397529413j),(8.02291212756366-1.9754464813823196j),(8.021362492580366-1.978672452403987j),(7.381808068661269-2.9427411351522057j),(8.081488380240874-1.8479833177761908j),(7.8896168023231885-2.2305502955719803j),(8.426029066392447-0.47114465709350883j),(8.329133297455018-1.103292290505543j),(7.696646963842722-2.5392054308307404j),,(7.407447178301425-2.9134263114575667j),(7.730922206386977-2.4885235104717633j),(8.405198379224894-0.6771230757855723j),(8.259702999418238-1.3643479218599421j),(7.840084617822102-2.3156208654695374j),(7.153066377216059-1.6492759411516373j),(-5.11260870125186-5.580050895418005j),(-1.029429969908689+8.332792090048958j),(6.345610327400686-4.400566045724455j),(-6.571036386521393-3.0620060735559296j),,,(-7.207752066315066-0.16105557236419213j),(3.888466263665847+6.794467356785318j),(2.5503344988528425-7.9770301106031525j),(-6.943134066457647+2.760035023871289j),(5.76581700708295+4.6711931210672155j),(0.03711621811345575-8.354965114008417j),(-5.81027302510081+5.335981600009583j),,(-2.4807434677601723-7.688106764329367j),(-3.950833888755619+7.2446605057511615j),(7.212861972054019-0.9891985848433258j),(-4.688384708618696-6.059846094524993j),(-1.5973406265360754+8.247390309554504j),(6.601602360721113-3.8184807080906j),(-6.309740655232958-3.6737980690728653j),,,(-0.999838721607818+0.01795914178473818j),2
(2.248156293513727-8.008008550179222j),(-7.761322241926341+2.9924095782102653j),,(-7.399600144794656+3.5000005949499338j),,(-8.217090903980528+1.9421361956088892j),(-7.830882394316334+2.8734210984858666j),(-8.162382248862125+2.121696682242369j),(-7.496129583519128+3.3793248164267027j),,(-7.379038030855819+3.524573776163611j),,(-8.251156950345706+1.8128905135378113j),(-8.14021110470022+2.1872477653330935j),(-8.237582727389176+1.8664017347536528j),(-7.954040886223849+2.637555069453751j),(-8.209186214934723+1.9699443637979308j),(-7.91029897247911+2.725543767412421j),(-8.02791505945299+2.475917880480706j),(-8.048700917109725+2.4269409229999193j),(-7.219120926477186+3.703640093316763j),(-7.569653690222593+3.2809576440022488j),(-7.839044893755918+2.8588534446209444j),(-7.050680643540549+3.872023102417348j),(-8.149886832862219+2.1590741564019393j),(-7.080882671024371+3.8432034473953633j),(-6.885651462466898+4.019952268486602j),(-7.920372718016831+2.7057292757817937j),(-7.780030745901142+2.9612716771951093j),(-7.879556437124217+2.7844733351777404j),,(-7.08179156713975+3.842327271411536j),(-8.171667614536917+2.0931433127926176j),(-8.167757214937835+2.105252394530446j),(-7.74417465533331+3.0204274418000816j),,(-8.209151678471798+1.9700642925527605j),(-7.356308034208027+3.551303417646986j),(-8.164651673724437+2.1147813373747497j),(-8.164900093076565+2.1140219097501696j),,(-464.29185553621966+493.4592678269413j),(170.34729032577633-185.7396984016134j),(260.2580775023834-270.98920491445824j),,(317.14439446088375-340.2445285778922j),(102.21160031699415-102.78900802677273j),(-439.5685253741368+463.3602506298519j),(424.28240358132496-452.20157823914997j),(-68.61649823510257+78.26501540489696j),(-342.09686752973334+358.4595131296988j),(478.36364597162594-507.61055178619995j),(-230.86406290229328+249.53195214520798j),(-201.8457930834869+208.7332004706724j),(289.63650673790085+35.51850948198563j),(-145.06686172446837-251.27556005784794j),(-115.88240822215437+265.4472513946525j),(283.86522776837916-66.66436999428946j),,(-15.427859340650016+288.96696576938314j),(242.5964333577814-160.51083038237385j),(-275.14246168330635-96.71482559367016j),(86.95595252058908+276.3511893339137j),,(-0.9461956484194034-0.32359510953069837j),53
(-5.34600373597023-6.359522892545798j),(-2.314403586240668+8.046431274683616j),(-3.1924836447096454+7.812284977529626j),,(-2.6673617065411777+7.976585627055834j),(-2.723366658706187+7.962592651394005j),(-0.8911592414106839+8.022632934478942j),(-0.632109645485524+7.965357113243788j),(-2.924871487505814+7.9054127914911225j),(-1.1356325834941783+8.061292839731802j),(-1.4482495838424634+8.08960370341284j),(-1.5335589787821855+8.093274513023072j),,,(-2.1194920770785544+8.071801726398022j),(-128.17167350003177-546.9118518544202j),,(-2.0606366994089655+8.077655919266048j),(-1.159628559989762+8.064299406777884j),(-2.923116317808676+7.905957836150844j),(-1.8949603220286089+8.089680864036204j),,(-1.4586196300226237+8.090142275194342j),(-2.479296542685391+8.017692431832623j),(-1.4374725135372937+8.08901687836196j),(-0.7601910568724239+7.9958113182392j),(-2.2174702273342906+8.06020253409683j),(-1.3872748531307908+8.085919051825453j),,,(-1.1307614448482783+8.06066545105476j),(-1.3504531821774823+8.08326455214612j),(-1.3862406682449282+8.085848914320193j),(-0.6356762956355118+7.966262507441232j),(-1.7896028115898177+8.09392710538342j),(-2.668840227516016+7.976226657214722j),,,(-2.9476213228239407+7.898272168177898j),(-0.8210939239059356+8.00882173298493j),(-1.8595880441935053+8.004852294398377j),(7.573328711423276-3.228303559553547j),(-7.211380248455645-4.1381458112127j),(1.0641151488055267+8.18477526099312j),(5.936834385949627-5.665183702656361j),(-8.17496937495697-1.3992911367775553j),(3.8547501100145487+7.34118721677146j),(3.5579353920947-7.393629256772934j),(-8.116273722518608+1.5145457259474915j),(6.163346278985929+5.579579348030087j),(0.7341144628828782-8.19749707809991j),(-7.042633217362368+4.238987745508074j),(7.701212332729814+3.1202417657254258j),(-2.181507916216164-7.976263017820368j),(-5.088307242751084+6.433341828149927j),(8.276037207230907+0.27071609617428916j),(-4.824331433864307-6.757592526657536j),(-2.4976854233177073+7.823202691675799j),,(-6.863869438479481-4.6938810738195516j),(0.40527344274229904+8.234767409070578j),(6.378452432424654-5.169326626692596j),(-8.045076490432978-2.0431970030023066j),(3.2575526239226154+7.616569567820209j),(0.37009719501687194-0.9289930388547826j),15
(7.5972908827691015+3.3968431136982966j),(-2.723676117236887-7.604553049401821j),(-2.9121288803288254-7.454496670753808j),(-1.2898601083654897-8.304464421438151j),(-1.7676208810915335-8.144058620102252j),(-1.1119452910741678-8.3484941320286j),(-2.309011164505495-7.8792594981023445j),,(-0.8014322977193393-8.406141975561772j),(-1.7913782948296517-8.134387522109126j),(-0.7146154122783261-8.418008263141648j),(-0.4197068512997608-8.4447550959916j),(-2.2124456953757012-7.933671317033989j),,(-0.3824177860315682-8.446658608949223j),(-0.5584340281857334-8.434767655775664j),(-1.0588365198660514-8.360063695557464j),(-2.8061242417242274-7.541056466817737j),,(-1.0840169168414688-8.354667389500545j),(-0.9422127064335409-8.382978075412915j),(-1.69237628935292-8.17358990395296j),(-1.1500822896717842-8.339743376300119j),,(-2.6937222286649103-7.626833777617693j),(-2.7487748366924114-7.585564581785438j),,(-3.003990207467448-7.374682303390641j),,(-1.5035892705026672-8.240529487527414j),,(-2.432462947023546-7.804705124723267j),(347.60414147359916+437.98538570949364j),(-1.9401812240948388-8.069924185609748j),(-0.9353750030788941-8.384216189862482j),(-0.4558334641533367-8.442595793435634j),(-2.914141752815224-7.452796914913706j),,(-1.8927453956088285-8.091212353484337j),(-1.0195764016896889-8.368158151373777j),(-1.7627870675700172-7.5105470099325276j),(-5.4859094538208595+5.598928281353873j),(8.333545132896518+0.8044204375612996j),,(-2.9489207104574153+7.055735285508058j),(8.027684611308128-1.8885954923811585j),(-6.666253190911312-4.793666586022011j),(-0.043167679629409206+7.630218398798678j),(6.7179573580095875-4.345441433558918j),(-8.003278012600648-2.4254579871818684j),(2.867983495191953+7.250538166478174j),(4.568145544431554-6.258887340858936j),(-8.33948816225369+0.24605557446943496j),(5.420491629420836+5.964173827252267j),(1.8470844155521906-7.389655666361646j),(-7.632840360837714+2.8867997402959764j),(7.295164063848574+3.9319860062616327j),(-1.104955717263277-7.596343158917303j),(-5.97170133589933+5.166547882896788j),(8.257571896382386+1.4081009983043151j),(-3.918820480930456-6.853103424741956j),,(8.18736545557939-1.2918678763627591j),(-6.242634414398238-5.252879034321337j),(0.0339489630713871+0.9994235678161575j),32
(-7.657780173572877-2.154215303369254j),(2.3593929128469124+7.68116167635841j),(2.482075986014067+7.625998527708208j),(2.2715369405677412+7.717700936068389j),(2.465580462033545+7.633702828918629j),,(3.5019669981825663+6.940406381766976j),(3.7148450352735622+6.729141692383615j),,(2.913049556836686+7.39055878881828j),(3.764981046165054+6.674554055701152j),(1.911635071785737+7.843068351877997j),(1.9444773751640685+7.833186701185277j),(2.2185481412806083+7.738578176693626j),(3.6528001474209417+6.794005223787559j),(1.590872483484872+7.923975848522093j),(3.7474434494835913+6.693878051166196j),(3.7880767534134296+6.648718219684153j),(1.938625891649918+7.834969578010205j),(3.248612536425966+7.155265671057521j),(-386.55728212752416-369.95175071086015j),(2.3855216712682483+7.669822867964601j),(3.162306542383876+7.220719469995676j),(3.468839487703043+6.970590032977323j),(2.473202896161501+7.6301539899483135j),(2.2605449800427713+7.722102731256755j),(3.881446928677145+6.539513840406277j),(2.9444758274973317+7.370618923394207j),,(2.759997246411503+7.482039112577509j),(2.144362853209745+7.766372142730036j),(1.9908261402694898+7.8187214567060765j),(1.7347560550490322+7.891135174561467j),(3.0115171857279286+7.326703173443797j),(1.5160302655398976+7.938889968198361j),,(3.200815791060717+7.1919640772328695j),(1.515054668943749+7.939074695395671j),(3.102781866070331+7.263788607733136j),(2.113677566683455+7.777386892714365j),,(3.9623175908127832-8.054247005560244j),(-7.83120558532987+1.1239694405567318j),,(1.3423572822690242-9.158501332299542j),(-7.025334084347995+4.261601137936221j),(7.0722494451883+4.054160787853251j),(-1.445465602221045-9.117479624294313j),(-5.340940380775859+6.866317080234102j),(7.842586695601186+0.8933358038719732j),(-4.052532154074792-7.936311670510906j),,(7.632203818671681-2.379201353316677j),(-6.15282715153405-5.762703225569404j),,,(-7.483707456905463-2.8684653173429457j),(2.496214953210298+8.789927538780782j),(4.493861438726765-7.659686442225876j),,(4.942920606103705+7.199179750582349j),(1.958353515523655-9.007306575245865j),(-7.288542105183549+3.58933814683642j),(6.771511099494916+4.708170255909957j),(-0.0030132415753975897-0.9999954601772991j),20
(8.079887947642327-1.0094720557687649j),(-5.948737708958845-5.3829266900649015j),(-5.087618799684286-6.493488229264337j),(-5.9825257960718385-5.31802856257001j),(-6.2162018617134365-4.762670933510477j),,(-4.962650688784014-6.603192870825639j),(-4.868122485697054-6.6805112837887j),(-4.602631486333892-6.874518524148284j),,(-6.184529182295716-4.853079915587351j),(-5.209277226923487-6.377659557852242j),(-5.994358081865614-5.294619413830516j),(-4.686452199646616-6.816727604088796j),(-6.093570318556031-5.081929012219328j),(-5.419385853453395-6.153235857364135j),,(-5.011993915601324-6.560935204461888j),(-6.250836697468095-4.655190454949198j),(-5.782578069697282-5.6673692692136814j),(-5.891716971896056-5.48652410900687j),(-5.46084741974757-6.104762215686237j),(-5.6219862498338085-5.900718221356976j),(-6.183015107226794-4.857239613200553j),,(-5.181516431603817-6.404928343060016j),,(-4.8651270732138805-6.682886171161344j),(-6.173277819937669-4.883666989013624j),(-5.088065521583657-6.4930798217198475j),(-5.341298996251351-6.24058656509295j),,(-6.168683544481066-4.895946830187499j),,(513.0360483405337+191.64954757579858j),(-5.173504396602698-6.412703648870932j),(-5.862234312520034-5.537475770632728j),(-5.4374552487611965-6.132296347373478j),(-6.2280372053080875-4.727058035466956j),(-4.801545963703008-6.732248991707438j),(-5.65594506510252-5.877927198995833j),(-1.305469418426188+8.049770091184543j),(7.219573444748224-3.7636996262219173j),(-7.341787857622444-3.5417919915387976j),(1.5740663674782738+8.005887451233054j),(5.456446991804214-6.047274321549423j),(-8.109535715127267-0.7627535905588325j),(4.256764218620151+6.960863827393436j),,(-7.863181311743066+2.1116676002452213j),(6.4071511743156+5.0453800449121085j),(0.18900429354995385-8.154780761665288j),(-6.633531412028004+4.722023502618498j),(7.756320067722855+2.4989684892112267j),(-2.6566151117625716-7.715167573570136j),(-4.574354466755027+6.741887559565413j),(8.135556526874451-0.35994056126883j),(-5.170023218452305-6.310768095071142j),(-1.9431517767540427+7.9186745703059245j),(7.497436807163182-3.1738388306399914j),,,(5.921758158790432-5.59084666794295j),(-8.023839845339754-1.4087798145995238j),(0.4646320343347381+0.8855038524308987j),34
(4.433805706579696-7.063208588824291j),(-7.734879496598321+1.9535137965548124j),(-8.421129784959518+0.11509384642928211j),,,,(-8.452655873409599-0.48745109561503075j),(-8.451923929447553-0.29438409656025105j),(-8.411542679066562+0.1872274663236272j),(-8.406657948422662+0.22074469067462954j),(-8.364928338473405+0.4543981340200651j),(-7.924790470856817+1.6423273737825574j),(-7.758028967995148+1.918641762361317j),,(-8.226044454354007+0.9622803593852598j),(-7.923197812514794+1.645206387565974j),,(-8.400201647023415+0.2624209009203192j),(-8.43662249633486-0.7838642953771358j),(-8.117433281868271+1.2464871059144693j),(-8.343131278583002+0.5533987362815785j),(-8.451587910254368-0.28238487143859364j),(-8.453420022549388-0.4085304794445893j),(-7.762349718942005+1.9120493843046242j),(-8.42464206613178+0.08598619183711864j),(-7.898456853508005+1.6892669770922928j),(-8.272928244922138+0.8164364204136144j),(-8.083250672681945+1.3249108048757416j),(-8.363805146251588+0.45978935988130853j),(-8.453216861192047-0.3654562070614811j),(-7.797669482751518+1.8571315840345526j),,(-8.448953207253044-0.6014734753255049j),,(-8.41685745950705+0.14841785230041538j),,(-8.448735312634698-0.20779096179144269j),(-8.4126111618875+0.17963529957705215j),(-8.111207569566025+1.2610973057405486j),(-8.154615321821376+1.1558736125961202j),(-6.997777374042577+0.6917598467379285j),(3.947794920792054+6.234651969273006j),(2.2692987991761013-8.159325627115843j),(-6.665851701138073+3.5381951991497123j),(5.714737247393619+3.921445866756305j),,(-5.500357311313636+5.942177139064491j),(6.76704828478856+1.1178606279823495j),(-2.604887128103657-7.281096747391264j),(-3.647039970701063+7.60308629614564j),(6.973135912334257-1.8255137466950448j),(-4.7050463009153995-5.416573872739433j),,(6.307228749722771-4.540606542396945j),(-6.216836637463753-2.8747052160878948j),(1.1389986844506508+7.983789964042697j),(4.852598883404976-6.687893791369102j),(-6.951207857666218+0.02664703634905835j),(3.473223020693248+6.655977254925782j),(2.791148642689053-7.9988559469377325j),(-6.816326403980166+2.9246670610535204j),(5.373118753969512+4.495830634256425j),(0.3806636053511291-8.309556412409373j),(-5.829059282352662+5.456955731565964j),(0.9975801645191639+0.06952564532543373j),33
(-5.825669468518319-5.823754625651095j),(-1.7868493801290883+8.129512661328938j),(-2.628094223547648+7.945897343049814j),,(-0.797707580957578+8.1229484112444j),(-2.2906412982989672+8.041488789699194j),(-1.7309952491690366+8.13540577750748j),(-1.0797380351055814+8.148757543437986j),(-2.5613598171641145+7.967243976574444j),(-1.7789020390794232+8.130397455418194j),(-1.8183801291886743+8.125850624504755j),(-0.3780436627976198+8.048290992979627j),(-0.10506953701576238+7.975447943368658j),(-0.2933132703606951+8.027787100875095j),(-1.3387787156679405+8.155609401873548j),(-2.452254315021001+7.999520079023293j),(-0.23137151843442938+8.011607932809746j),,(-1.9860402490950815+8.102283875785687j),(-0.2890966210260024+8.0267177687266j),,(-1.2515012799015075+8.15509391896065j),(-0.6654710292890238+8.104170023844919j),(-0.30953128016994036+8.031856519525702j),(-0.531181942850909+8.080660164211752j),(0.12961745387639745+7.89659967836174j),(-2.2105360149508435+8.059764311304233j),,(-1.6880598779897928+8.13942143875544j),(-0.7579115509597778+8.117749680029684j),(-2.0406595923483826+8.093104963193996j),(-1.9911203189769444+8.101461482729169j),,(-0.19508519949827097+8.001657661884646j),(-2.4492022646220106+8.000376756759133j),(-1.6577167375890207+8.141990505141496j),(-1.1257695674420312+8.15114893359944j),(-2.620125258912145+7.948511304289617j),(-0.6641318872617861+8.103957780830122j),,(-164.90136578437807-529.1319184951157j),(203.3365814388928+639.5924761731646j),(-78.64539591708703-236.94113770706247j),(-109.138914876409-355.7957958411607j),(209.36673049282976+663.0962018421966j),(-141.63046886517748-438.4288906977976j),(-39.72857779899064-137.96719745838206j),(189.21544546643244+603.6793533751862j),,(34.64984154393996+97.1142809641353j),(145.40265652869556+468.7720429859438j),(-208.80613889959503-658.5868514062454j),(104.69527760848018+320.0515608344923j),,(-204.59637852383426-649.7261752916461j),(161.64850698489724+502.9662028073573j),(10.981584120105026+47.29748748651098j),(26.942519892002746-31.341884265375377j),,,(13.472709175310944-41.7805825562532j),(-40.9996478371107+7.013595707905663j),(35.634693885016404+33.380035490613395j),(-1.6818718309422085-46.99459416716221j),(-0.9341952541497193+0.3567621436253313j),56
,(-7.93418620283429-1.6175733263171024j),,(-7.782885769556593-0.39054912540520714j),(-7.8053631986338985-0.4739836994249522j),(527.1092752215027-139.7863885307809j),(-7.935426609011862-1.4436641761845768j),,(-7.8356861122896095-2.403058399653857j),(-7.825538315828532-0.5555718945716723j),(-7.7678305434828365-0.3382496748012245j),(-7.668541932398718-2.9592669004153507j),(-7.736080755368401-2.7670199723062137j),,,(-7.930474606496124-1.7110725475104545j),(-7.818575933807418-0.5265967509335412j),(-7.694548683575184-2.888787096917644j),(-7.904387898105661-2.0087254387308304j),(-7.829142336944859-2.431678573068277j),(-7.781754696621328-0.38652764817000396j),(-7.720668306980677-2.813680045378992j),(-7.857685349548657-0.7036665598284721j),(-7.762324900954071-0.3197497621780667j),(-7.727878175592046-0.2105384839684179j),(-7.749611788637319-0.27819467705439793j),,(-7.935793518850413-1.5188475182306567j),(-7.79840758009799-0.44740771713134997j),(-7.886211876932078-2.138021676436992j),,(-7.9313907200669-1.3103195453594298j),(-7.903673612615885-0.988189966855431j),(-7.823938948341894-0.5488333626021236j),(-7.8391284071455045-2.387612751947528j),(-7.935580513241726-1.4559434724130687j),(-7.91188018017802-1.0582567946376242j),(-7.687216669872673-2.909063142988228j),(-7.753488559853983-2.7119227941816035j),(-7.698933879631712-2.8764986760871625j),(-8.65545780314567-1.840975550817213j),(4.3518958643377195+7.615309070924697j),(3.4429665852780627-7.280274794078925j),(-8.475715378549522+1.10465335712259j),(6.708836985637145+5.957174218540284j),(0.4401936289819326-8.239869654899067j),,(8.226834054642731+3.55409118962063j),(-2.6176258022371526-8.16906391820081j),(-5.091567970351619+6.230420034730767j),(8.716060635689372+0.706566945148174j),(-5.348109571161977-7.076711883439993j),(-2.310352631433651+7.769577634985035j),(8.115338654056842-2.2293139157465536j),(-7.409809059689505-5.099412821777273j),,(6.499788750573311-4.886417746536732j),(-8.544907521456636-2.484429156034898j),(3.734889835850489+7.862147304628284j),(4.071436400833588-6.932472133994712j),(-8.611460219200238+0.4412338522318433j),(6.242955800834707+6.403983481811768j),,(-7.6011446985134405+3.311720305040003j),(0.8840090298108741+0.4674698227830723j),5
(-3.1822648275902186+7.612070567468003j),(7.741430054075223-2.498499354691245j),(8.199135154603749-1.4801995275312905j),,(7.365178321240914-3.0123220307799112j),,(8.075381017234285-1.8369535811177253j),,(7.451660995253748-2.9079473955834843j),(7.692181801217762-2.57585288310091j),(8.360130106846334-0.6114584318364875j),(8.01951569880768-1.97048810186902j),(8.04811585689264-1.9037445213145818j),,(8.092415932354317-1.793471723303609j),,(7.5160258599517125-2.825574107385324j),,(7.529176151778773-2.808211479197599j),(8.01688262588159-1.9764760260248326j),(8.24867568087427-1.2986470615195174j),(7.342164582361168-3.038972741616182j),(8.35363474325036-0.6862731576525297j),(8.194846826503523-1.4945373338770624j),(8.346491026926595-0.7548564288640746j),(7.991226486717779-2.033539768516577j),,(8.34914825692884-0.7305976062148551j),(8.104029087727733-1.7629825943526272j),(8.010512480573773-1.9908586755983615j),(7.2951638305701225-3.092028693090331j),,(8.2410161182752-1.3289396376281635j),(8.147639845758745-1.6414916443592227j),(7.400183355973567-2.970899586219081j),(7.25705621891463-3.1337508466707664j),(8.118446171941077-1.724102332538341j),(8.2739847546115-1.1909099689938527j),(8.048521573132676-1.9027742451622744j),(7.749226746053383-2.4859026992436934j),(9.151179697544702-2.1021674654764384j),(-7.778577364767535-5.094195647234713j),,(7.580199066511732-4.731860420273818j),(-9.24482281742321-2.5361551451759268j),(3.4928043436684293+7.76954487630826j),(5.061310037097943-6.769831417245697j),(-9.554997682316497+0.3390330650914361j),(6.3832058838728685+6.363753944474004j),(1.9095011794741374-7.961230972000477j),(-8.670314408247334+3.171824989072766j),(8.475383734590297+4.162171799735368j),,(-6.701403164428823+5.607978313070756j),(9.507709812151663+1.4401075977506348j),(-4.686473623706635-7.332869817845299j),(-3.8944774720766926+7.342850616048864j),(9.35109112701913-1.46204291522699j),(-7.305808999962923-5.591686044714159j),(-0.6005450572500273+8.159495085439017j),(8.025112938851162-4.181364092724564j),(-9.011548618737617-3.151258608404059j),(2.7684858739056226+7.955789844990486j),(5.6955896081422015-6.377803205331251j),(-0.9992921105715937+0.03762017742342133j),26
(-3.761591034155353-7.386827184814938j),,(-2.7251206299400823+7.594117366992172j),(-2.9923203866198698+7.571223313506336j),(-3.6093378476662314+7.4512638284203225j),(-2.7790656323040843+7.590874509298837j),,(-4.846128619502693+6.885672761107474j),(-4.51729039801394+7.085215520341298j),,(-4.700683090829839+6.979017410311322j),(-3.161734849918058+7.547758628686283j),(-2.8482788344772607+7.585694663354561j),(-2.7296815406489685+7.593870072088922j),(-4.298594981884402+7.1964672930937805j),(-3.152345419645828+7.549243164687787j),(-4.84771736153872+6.884605954585501j),,(-2.3027468877803323+7.595575972518093j),(-4.671660619507895+6.996652861168397j),(-2.463680325829345+7.6000191239167885j),,,(-4.584917130943609+7.047483644261136j),(-2.4903528683343743+7.600160963615301j),(-3.6407739221433815+7.442543364040614j),(-2.9103944114785345+7.580067427258022j),(-2.402243021869122+7.599049532500602j),(-2.3365094573965166+7.597018713915784j),(-3.954443887148395+7.340807237207863j),(-3.688570057210617+7.428779805223937j),(-4.993762879113884+6.781932458741299j),(-4.835892302395963+6.892521166216181j),(-3.8443623451283617+7.379615915500492j),(-4.728020106583033+6.962110924463896j),(-2.6532012999243912+7.597361473843598j),(-2.5557702681602525+7.599793525756229j),,(-2.680517445075697+7.596274404685135j),(-4.9893116508655195+6.785200437012658j),(-3.666448373580285+7.441464679314919j),(8.153086268373373-1.5262007225989114j),(-6.098925591515864-5.613454977051355j),(-0.8480870047840544+8.249726671266862j),(7.114723350062936-4.2676702070712995j),(-7.673585878903935-3.1381168881821986j),(2.0763281480010427+8.026355439945323j),(5.186660048358173-6.475464995759726j),(-8.288659691519273-0.2703554173796848j),(4.741097231861673+6.799283690582515j),(2.610001825036467-7.873499038187651j),,(6.812989289118054+4.72195747471757j),(-0.29303867769941694-8.286947346460721j),(-6.462001677828738+5.203748841081732j),(8.03291298662983+2.0541476702545163j),(-3.1594345196283244-7.6641079639060825j),(-4.248694521766215+7.125551637814558j),,(-5.630741197141905-6.082867325482171j),,(7.43226245972634-3.6863558534123455j),(-7.39792034145392-3.7409605127971886j),(1.4286101375045832+8.16709813843307j),(-0.999951948955407-0.009803049539979753j),0
(4.739063145340062-6.3525784490524995j),(-7.984702837109055-0.9094672957877585j),(-7.9200378231383946+0.03885313916945954j),(-7.985549468460398-0.5227374660698483j),(-7.95703814140114-0.19486011907816625j),(-7.958732799521377-1.2063525376835984j),(-7.771265863064089+0.6010699777174269j),(-7.97869235870575-0.4086785132063593j),(-7.665696032148953+0.875305621296028j),,(-7.5498503497134415+1.1227187202500502j),(-7.977588700215438-0.39419260999789874j),,(-7.987285181911599-0.8490649817887927j),(-7.963050989072639-0.24412157200065998j),,(-7.987974524574951-0.5866755458701163j),(-7.643688091436504+0.925828313980742j),(481.43008309798404-230.32500747557555j),,(-7.989577258535071-0.6667120877012822j),(-7.72965119620701+0.7164315103692807j),(-7.9421558418265485-1.3247407547626646j),(-7.829579507758492+0.41713377369787086j),(-7.987940804533428-0.8290410588693031j),(-7.853399825003837+0.3317404951091718j),(-7.586692495682913+1.0486497252453533j),,(-7.884948447413622+0.20548297951329753j),(-7.90209432983524+0.12840810169258043j),(-7.989776023742072-0.7004606969976463j),(-7.5272506426171235+1.1663475251067825j),,(-7.951663005181418-0.1545825416063682j),(-7.541235521811021+1.1395038580432835j),(-7.966223383971403-1.1422086492584833j),(-7.974834151481564-1.0539122857858623j),(-7.872017244498545+0.25935487303509897j),(-7.965675522302354-1.1472215866072442j),(-7.973830034276699-0.3492541092815844j),,(5.24536814161991+6.412387397654974j),,(-7.704744794309268+2.7270751253842067j),(7.175044737486253+4.36415516190839j),(-0.8891781413090105-7.954249939301983j),(-6.1100299951359345+5.163062226976719j),(8.207477724610385+1.7701827294318995j),(-3.720491435984336-7.283301823424159j),(-3.751252313717824+6.953405328540853j),(8.213560744350097-1.0451521054266366j),(-6.086555065402997-5.701572485867526j),(-0.9233783010004664+7.87422096117758j),(7.19253311147164-3.7297900483399316j),(-7.69149136649176-3.4068581203572763j),,,(-8.33460210094323-0.6861141221101277j),(4.710709946705775+6.7698099715645945j),(2.692340660741651-7.42243813268587j),(-7.935465889196466+2.120428854882729j),(6.812378097830784+4.882690599946754j),(-0.2240724165622554-7.968680436532267j),(-6.543994951747653+4.6618109433453405j),(0.9339641422358662+0.35736673182827555j),18
